Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2010-11,22,LAL,NBA,C,41,215,10,0.532,0,0.348,10.3,12.2,11.3,5.1,1,3.5,20,20.2,NA,0,0.3,0.3,0.057,NA,-6.6,-0.5,-7.1,-0.3
Career,NA,,NBA,,41,215,10,0.532,0,0.348,10.3,12.2,11.3,5.1,1,3.5,20,20.2,NA,0,0.3,0.3,0.057,NA,-6.6,-0.5,-7.1,-0.3
