Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,23,ATL,NBA,C,11,0,73,11,19,0.579,0,0,NA,11,19,0.579,0.579,3,8,0.375,7,14,21,3,1,6,5,8,25
2016-17,24,TOT,NBA,C,2,0,28,4,5,0.8,0,0,NA,4,5,0.8,0.8,0,3,0,4,7,11,1,0,6,2,3,8
2016-17,24,ATL,NBA,C,1,0,4,1,1,1,0,0,NA,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,2
2016-17,24,CLE,NBA,C,1,0,24,3,4,0.75,0,0,NA,3,4,0.75,0.75,0,1,0,4,6,10,1,0,6,2,3,6
Career,NA,,NBA,,13,0,101,15,24,0.625,0,0,NA,15,24,0.625,0.625,3,11,0.273,11,21,32,4,1,12,7,11,33
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,12,0,77,12,20,0.6,0,0,NA,12,20,0.6,0.6,3,10,0.3,7,15,22,3,1,6,5,8,27
1 season,NA,CLE,NBA,,1,0,24,3,4,0.75,0,0,NA,3,4,0.75,0.75,0,1,0,4,6,10,1,0,6,2,3,6
