Season,Team,Lg,Salary
1990-91,New York Knicks,NBA,"$300,000"
1992-93,Philadelphia 76ers,NBA,"$270,000"
1994-95,Orlando Magic,NBA,"$150,000"
Career,(may be incomplete),,"$720,000"
