Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Winston Bennett,,1.1,0.3,0.2,NA
Kenny Dennard,86.7,1.1,0.3,0.1,NA
Joe Holland,84.8,1.2,0.6,0.2,NA
Bob Peterson,84.0,0.9,0.4,0.2,NA
Cal Bowdler,83.5,1,0.5,0.2,NA
Viktor Khryapa,81.0,1.3,0.4,0.3,0
Jackie Butler,78.7,1.2,0.1,0.1,NA
Bob Arnzen,77.3,1,0.3,0.3,-0.1
Stephen Howard,76.3,1.3,0.2,0.1,0
Tremaine Fowlkes,75.8,1.2,0.5,0.4,0
Jim Tucker,75.7,1,0.3,0,NA
