,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2008-09,23,IND,NBA,54:25,13,25,5,8,11,18,4,6,4,9,11,4,3,2,4,6,29,25.2
2009-10,24,IND,NBA,46:24,9,20,5,9,6,13,4,6,4,10,12,6,4,5,5,5,24,20.1
2010-11,25,IND,NBA,41:50,10,18,6,9,9,14,9,10,2,7,8,4,3,5,4,5,26,20.3
2011-12,26,GSW,NBA,40:33,9,17,5,9,7,12,4,6,3,11,11,4,2,4,3,4,23,21.0
2012-13,27,GSW,NBA,23:30,6,9,0,2,6,7,2,3,0,1,1,2,0,0,3,5,14,6.4
2013-14,28,UTA,NBA,27:37,3,7,3,6,2,5,1,2,1,3,4,3,1,2,2,4,9,10.8
2014-15,29,GSW,NBA,23:18,2,8,1,4,1,4,2,4,2,4,4,3,1,3,2,4,5,3.8
2015-16,30,GSW,NBA,35:26,8,10,4,6,4,5,5,6,3,7,9,4,1,2,2,6,20,18.4
2016-17,31,MIN,NBA,39:53,4,9,4,7,3,6,3,4,3,6,7,3,3,3,2,3,12,16.5
Career,,,,54:25,13,25,6,9,11,18,9,10,4,11,12,6,4,5,5,6,29,25.2
3 Seasons,,IND,NBA,54:25,13,25,6,9,11,18,9,10,4,10,12,6,4,5,5,6,29,25.2
4 Seasons,,GSW,NBA,40:33,9,17,5,9,7,12,5,6,3,11,11,4,2,4,3,6,23,21.0
1 Season,,MIN,NBA,39:53,4,9,4,7,3,6,3,4,3,6,7,3,3,3,2,3,12,16.5
1 Season,,UTA,NBA,27:37,3,7,3,6,2,5,1,2,1,3,4,3,1,2,2,4,9,10.8
