,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,23,IND,NBA,SG,75,1803,,53%,45%,1%,,-4.7,-6.5,25,20,76,10,34,7,156,6,34
2009-10,24,IND,NBA,SG,82,2491,,79%,20%,,,-4.1,-2.6,44,36,104,7,42,14,269,11,31
2010-11,25,IND,NBA,SG,67,1754,,99%,1%,,,-6.3,-8.8,29,23,61,9,45,2,140,4,34
2011-12,26,GSW,NBA,SF,65,1717,,31%,63%,6%,,-2.6,+2.3,36,20,37,7,31,3,214,7,26
2012-13,27,GSW,NBA,SF,2,25,,49%,51%,,,+4.2,+3.2,0,1,0,2,1,0,5,1,1
2013-14,28,UTA,NBA,SG,38,418,,8%,91%,1%,,-10.7,-3.1,13,3,17,1,4,0,56,3,5
2014-15,29,GSW,NBA,SG,33,271,1%,41%,47%,11%,,-19.6,-32.8,4,4,16,1,4,0,28,1,4
2015-16,30,GSW,NBA,SG,72,1055,1%,61%,36%,2%,,0.0,-15.1,12,13,40,1,10,2,137,0,9
2016-17,31,MIN,NBA,SG,47,1030,,92%,8%,,,-1.8,-1.0,12,5,23,3,8,3,100,0,9
Career,,,NBA,,481,10564,,66%,32%,2%,,-4.3,-5.4,175,125,374,41,179,31,1105,33,153
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,224,6048,,77%,22%,,,-5.0,-5.6,98,79,241,26,121,23,565,21,99
4 seasons,,GSW,NBA,,172,3068,,42%,52%,5%,,-3.1,-6.8,52,38,93,11,46,5,384,9,40
1 season,,MIN,NBA,,47,1030,,92%,8%,,,-1.8,-1.0,12,5,23,3,8,3,100,0,9
1 season,,UTA,NBA,,38,418,,8%,91%,1%,,-10.7,-3.1,13,3,17,1,4,0,56,3,5
