Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,PTP,ABA,SF,5,7,-15.4,0.133,0.5,2,NA,NA,12,0,0,20,NA,-0.1,0,-0.1,-0.421
Career,NA,,ABA,,5,7,-15.4,0.133,0.5,2,NA,NA,12,0,0,20,NA,-0.1,0,-0.1,-0.421
