Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1963-64,22,BAL,NBA,SG,75,2594,12.9,0.461,0.348,NA,NA,NA,NA,NA,1.2,1.7,2.9,0.053
1964-65,23,DET,NBA,SG,74,1770,14.2,0.476,0.324,NA,NA,NA,12.7,NA,1.7,1.7,3.4,0.093
1965-66,24,TOT,NBA,SG,73,1739,12.1,0.469,0.324,NA,NA,NA,11.7,NA,1,1.3,2.3,0.063
1965-66,24,DET,NBA,SG,27,815,12.5,0.473,0.359,NA,NA,NA,10.8,NA,0.6,0.7,1.3,0.075
1965-66,24,STL,NBA,SG,46,924,11.7,0.465,0.294,NA,NA,NA,12.5,NA,0.4,0.6,1,0.052
1966-67,25,STL,NBA,PG,67,1166,14.7,0.493,0.328,NA,NA,NA,14.3,NA,1.3,0.8,2.1,0.086
1967-68,26,SEA,NBA,SG,66,1668,17.4,0.51,0.41,NA,NA,NA,18.9,NA,2.7,0.8,3.5,0.101
1968-69,27,SEA,NBA,SG,29,567,17.6,0.511,0.343,NA,NA,NA,21.3,NA,1.1,0.3,1.4,0.118
1969-70,28,SEA,NBA,SG,19,105,15.7,0.495,0.533,NA,NA,NA,21.7,NA,0.1,0.1,0.1,0.063
1970-71,29,SEA,NBA,SG,63,767,17.2,0.51,0.341,NA,NA,6.2,31.9,NA,1,0.5,1.5,0.096
Career,NA,,NBA,,466,10376,14.5,0.485,0.35,NA,NA,6.2,16.7,NA,10,7.2,17.2,0.08
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SEA,NBA,,177,3107,17.3,0.51,0.386,NA,NA,6.2,22.6,NA,4.9,1.7,6.6,0.102
2 seasons,NA,STL,NBA,,113,2090,13.4,0.481,0.314,NA,NA,NA,13.5,NA,1.7,1.4,3.1,0.071
2 seasons,NA,DET,NBA,,101,2585,13.7,0.475,0.335,NA,NA,NA,12.1,NA,2.3,2.4,4.7,0.088
1 season,NA,BAL,NBA,,75,2594,12.9,0.461,0.348,NA,NA,NA,NA,NA,1.2,1.7,2.9,0.053
