Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Winford Boynes,,1.7,0.6,-1.4,NA
Tracy Jackson,16.1,1.7,0.7,0,NA
Rod Foster,14.4,1.6,0.9,-0.3,NA
Ollie Mack,9.9,1.6,1,-0.1,NA
Buddy O'Grady,9.9,1.4,0.7,-0.5,NA
Billy Shepherd,4.7,1.7,1.3,-0.3,NA
Mike Flynn,3.8,1.7,0.8,0.3,NA
Bobby Washington,2.4,1.5,0.7,0,NA
Stan Noszka,2.2,1.8,0.4,-0.2,NA
Bubbles Hawkins,-0.8,1.9,0.6,0.3,0.1
Jerry Eaves,-1.4,2,0.7,0,-0.1
