,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,26,MIN,NBA,17:45,5,9,5,9,1,3,1,2,1,2,2,4,1,1,3,3,15,8.9
2003-04,33,SAS,NBA,16:32,3,6,2,5,1,3,3,4,1,1,1,2,1,0,3,1,11,9.3
Career,,,,17:45,5,9,5,9,1,3,3,4,1,2,2,4,1,1,3,3,15,9.3
1 Season,,MIN,NBA,17:45,5,9,5,9,1,3,1,2,1,2,2,4,1,1,3,3,15,8.9
1 Season,,SAS,NBA,16:32,3,6,2,5,1,3,3,4,1,1,1,2,1,0,3,1,11,9.3
