,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,22,PHO,NBA,PG,12,116,100%,,,,,-15.3,-23.5,4,1,1,0,2,0,29,0,2
2005-06,23,PHO,NBA,SG,20,632,10%,89%,1%,,,-1.1,-9.0,8,11,24,3,21,4,133,5,14
2006-07,24,PHO,NBA,SG,11,349,31%,69%,,,,+2.1,-10.6,6,9,10,5,20,3,54,3,9
2007-08,25,PHO,NBA,SG,5,143,47%,53%,,,,-11.5,-21.0,1,1,1,2,5,2,21,2,3
2009-10,27,PHO,NBA,PG,16,250,16%,84%,,,,+11.3,+8.1,6,4,15,4,9,0,48,3,7
2011-12,29,IND,NBA,SG,11,223,,94%,6%,,,-12.5,-24.5,6,2,8,2,7,5,33,2,5
2014-15,32,GSW,NBA,SG,21,229,3%,87%,10%,,,+7.4,-1.2,3,7,4,1,11,1,41,2,5
2015-16,33,GSW,NBA,SG,23,254,23%,68%,9%,,,+7.2,+3.2,0,11,11,0,5,3,36,0,8
Career,,,NBA,,119,2196,21%,76%,3%,,,+0.1,-8.2,34,46,74,17,80,18,395,17,53
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,PHO,NBA,,64,1490,27%,73%,,,,-0.4,-8.8,25,26,51,14,57,9,285,13,35
2 seasons,,GSW,NBA,,44,483,14%,77%,9%,,,+7.3,+1.1,3,18,15,1,16,4,77,2,13
1 season,,IND,NBA,,11,223,,94%,6%,,,-12.5,-24.5,6,2,8,2,7,5,33,2,5
