,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1966-67,22,CHI,NBA,,4,11,4,4,5,4,4,8
1967-68,23,CHI,NBA,,6,10,6,6,6,4,4,15
Career,,,,,6,11,6,6,6,4,4,15
