,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,NJN,NBA,PF,82,2336,,,6%,68%,26%,-8.6,-7.0,43,45,179,23,131,0,195,28,70
2001-02,30,NJN,NBA,PF,82,1546,,,5%,76%,20%,+4.1,-0.4,20,34,121,21,88,0,163,16,45
2002-03,31,NJN,NBA,C,81,1597,,,,9%,91%,+1.6,-7.2,37,25,118,15,58,0,192,15,46
2003-04,32,NJN,NBA,C,72,1337,,,,14%,86%,-2.0,-7.3,32,30,117,15,77,0,172,21,20
2004-05,33,TOT,NBA,C,42,315,,,,27%,72%,-20.9,-20.1,7,2,38,6,10,0,17,3,7
2004-05,33,NJN,NBA,C,19,150,,,,19%,81%,-19.3,-18.3,5,2,14,3,6,0,13,2,4
2004-05,33,TOR,NBA,C,23,165,,1%,1%,35%,64%,-22.6,-21.9,2,0,24,3,4,0,4,1,3
2005-06,34,TOT,NBA,C,48,791,,,,49%,52%,-3.5,-0.2,6,10,74,10,26,6,37,6,17
2005-06,34,TOR,NBA,C,14,99,,,,69%,31%,-16.4,-13.3,0,1,15,4,2,2,2,0,0
2005-06,34,NOK,NBA,C,34,692,,,,46%,55%,-1.5,+1.9,6,9,59,6,24,4,35,6,17
2006-07,35,LAC,NBA,PF,38,374,,,30%,67%,3%,-2.2,-1.8,6,2,33,6,10,10,15,0,3
2007-08,36,LAC,NBA,C,30,297,,,,23%,77%,-16.3,-8.7,4,5,30,2,9,4,19,4,5
Career,,,NBA,,475,8593,,,4%,45%,51%,-3.3,-5.6,155,153,710,98,409,20,810,93,213
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,NJN,NBA,,336,6966,,,3%,45%,52%,-2.4,-5.9,137,136,549,77,360,0,735,82,185
2 seasons,,LAC,NBA,,68,671,,,17%,47%,36%,-8.5,-4.9,10,7,63,8,19,14,34,4,8
2 seasons,,TOR,NBA,,37,264,,,,48%,51%,-20.3,-18.7,2,1,39,7,6,2,6,1,3
1 season,,NOK,NBA,,34,692,,,,46%,55%,-1.5,+1.9,6,9,59,6,24,4,35,6,17
