Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,22,UTA,NBA,PF,6,0,12,6,24,0.25,0,0,NA,6,24,0.25,0,3,0,3,6,9,3,0,0,3,12,12
1994-95,23,MIL,NBA,PF,15,0,72,4,12,0.333,0,0.5,0,4,11.5,0.348,4,6,0.667,2.5,7,9.5,0,1,3,3.5,7,12
1996-97,25,TOT,NBA,PF-C,33,1,563,5.4,9.5,0.574,0,0.1,0,5.4,9.4,0.578,2.1,3.1,0.673,4,5.2,9.1,1,1,1.9,2,4.6,13
1996-97,25,DEN,NBA,C,1,0,10,10.8,18,0.6,0,0,NA,10.8,18,0.6,0,0,NA,7.2,10.8,18,0,0,10.8,14.4,0,21.6
1996-97,25,VAN,NBA,PF,32,1,553,5.3,9.3,0.573,0,0.1,0,5.3,9.2,0.577,2.1,3.2,0.673,3.9,5.1,9,1,1,1.7,1.8,4.7,12.8
1997-98,26,SEA,NBA,PF,65,9,757,5.5,10.5,0.523,0,0,0,5.5,10.4,0.525,3.1,4,0.776,2.3,4.7,7,0.7,0.9,1.8,2.4,5.7,14.1
1998-99,27,SEA,NBA,PF,40,2,458,4.1,9.7,0.423,0,0.1,0,4.1,9.6,0.426,4.2,5.8,0.73,4.2,5.8,10.1,1.7,1.1,1.9,2.4,5.9,12.4
1999-00,28,WAS,NBA,PF,81,0,1545,5.5,10.5,0.522,0,0.1,0,5.5,10.4,0.526,3.4,4.7,0.726,3.7,5.8,9.5,1.4,1,2.1,1.9,5.5,14.4
2000-01,29,NJN,NBA,PF,82,25,2336,4.6,10,0.457,0,0,0,4.6,10,0.458,3.8,4.8,0.787,3.3,5.8,9.1,1.4,0.9,1.7,2,4.9,12.9
2001-02,30,NJN,NBA,PF,82,13,1546,5.4,10.2,0.526,0,0,0,5.4,10.2,0.529,3,4.3,0.699,2.7,5.2,7.9,1.8,0.7,1.8,1.8,4.9,13.8
2002-03,31,NJN,NBA,C,81,0,1597,4.5,9.9,0.453,0,0,0,4.5,9.9,0.454,2.3,2.9,0.785,3.1,4.4,7.5,2,0.6,1.3,1.9,4.6,11.3
2003-04,32,NJN,NBA,C,72,7,1337,4.6,9.2,0.503,0,0.1,0.333,4.6,9.1,0.504,2.8,4.2,0.677,2.7,5.2,7.9,2.2,0.9,1.2,2.4,5,12.1
2004-05,33,TOT,NBA,C,42,4,315,3.3,7.2,0.46,0,0,NA,3.3,7.2,0.46,1.7,1.9,0.882,1.9,4.9,6.9,0.9,0.6,0.9,1.9,8,8.3
2004-05,33,NJN,NBA,C,19,0,150,3.4,6.5,0.519,0,0,NA,3.4,6.5,0.519,2.2,2.4,0.9,1.7,5.8,7.4,1.4,1,1.2,2.6,6,8.9
2004-05,33,TOR,NBA,C,23,4,165,3.3,7.9,0.417,0,0,NA,3.3,7.9,0.417,1.3,1.5,0.857,2.2,4.1,6.3,0.4,0.2,0.7,1.3,9.8,7.9
2005-06,34,TOT,NBA,C,48,5,791,4.1,8,0.517,0,0,NA,4.1,8,0.517,1.8,2.6,0.69,2.9,5.3,8.2,0.8,0.8,1,1.4,6.3,10.1
2005-06,34,TOR,NBA,C,14,3,99,3.6,6.9,0.526,0,0,NA,3.6,6.9,0.526,1.8,2.2,0.833,1.8,3.6,5.5,0.4,1.5,1.1,1.8,10.2,9.1
2005-06,34,NOK,NBA,C,34,2,692,4.2,8.2,0.516,0,0,NA,4.2,8.2,0.516,1.8,2.7,0.673,3.1,5.6,8.6,0.8,0.7,0.9,1.3,5.7,10.2
2006-07,35,LAC,NBA,PF,38,7,374,2.8,5.1,0.547,0,0.1,0,2.8,5,0.558,1.7,2.1,0.818,2.6,5.6,8.2,0.7,0.7,1.3,1.7,5.4,7.3
2007-08,36,LAC,NBA,C,30,5,297,3.3,6.7,0.491,0,0,NA,3.3,6.7,0.491,1.7,2.2,0.778,1.8,5.6,7.4,1.1,1.5,1.8,1.6,5.3,8.2
Career,NA,,NBA,,715,78,12000,4.7,9.6,0.493,0,0,0.063,4.7,9.5,0.495,2.9,4,0.74,3,5.3,8.4,1.5,0.8,1.6,2,5.2,12.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NJN,NBA,,336,45,6966,4.7,9.8,0.481,0,0,0.125,4.7,9.8,0.483,3,4.1,0.746,3,5.2,8.2,1.8,0.8,1.5,2,4.9,12.5
2 seasons,NA,SEA,NBA,,105,11,1215,4.9,10.2,0.487,0,0.1,0,4.9,10.1,0.49,3.6,4.7,0.755,3,5.1,8.1,1.1,1,1.8,2.4,5.7,13.5
1 season,NA,WAS,NBA,,81,0,1545,5.5,10.5,0.522,0,0.1,0,5.5,10.4,0.526,3.4,4.7,0.726,3.7,5.8,9.5,1.4,1,2.1,1.9,5.5,14.4
2 seasons,NA,LAC,NBA,,68,12,671,3,5.8,0.519,0,0.1,0,3,5.7,0.523,1.7,2.1,0.8,2.3,5.6,7.8,0.9,1,1.6,1.7,5.4,7.7
2 seasons,NA,TOR,NBA,,37,7,264,3.4,7.5,0.455,0,0,NA,3.4,7.5,0.455,1.5,1.8,0.846,2,4,6,0.4,0.7,0.8,1.5,10,8.3
1 season,NA,NOK,NBA,,34,2,692,4.2,8.2,0.516,0,0,NA,4.2,8.2,0.516,1.8,2.7,0.673,3.1,5.6,8.6,0.8,0.7,0.9,1.3,5.7,10.2
1 season,NA,VAN,NBA,,32,1,553,5.3,9.3,0.573,0,0.1,0,5.3,9.2,0.577,2.1,3.2,0.673,3.9,5.1,9,1,1,1.7,1.8,4.7,12.8
1 season,NA,MIL,NBA,,15,0,72,4,12,0.333,0,0.5,0,4,11.5,0.348,4,6,0.667,2.5,7,9.5,0,1,3,3.5,7,12
1 season,NA,UTA,NBA,,6,0,12,6,24,0.25,0,0,NA,6,24,0.25,0,3,0,3,6,9,3,0,0,3,12,12
1 season,NA,DEN,NBA,,1,0,10,10.8,18,0.6,0,0,NA,10.8,18,0.6,0,0,NA,7.2,10.8,18,0,0,10.8,14.4,0,21.6
