Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,MNM,ABA,PG,10,NA,231,17,65,0.262,1,6,0.167,16,59,0.271,0.269,21,28,0.75,NA,NA,33,13,13,18,56
Career,NA,,ABA,,10,NA,231,17,65,0.262,1,6,0.167,16,59,0.271,0.269,21,28,0.75,NA,NA,33,13,13,18,56
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MNM,ABA,,10,NA,231,17,65,0.262,1,6,0.167,16,59,0.271,0.269,21,28,0.75,NA,NA,33,13,13,18,56
