Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,NJN,NBA,C,82,75,2501,6.4,12.1,0.531,0,0,0,6.4,12.1,0.532,2.5,3.1,0.793,3.2,6.3,9.6,1.2,0.6,2.2,2.1,3.7,15.4
2009-10,21,NJN,NBA,C,82,82,3027,6.7,13.4,0.499,0,0,0,6.7,13.4,0.5,4.9,6.1,0.817,3.2,5.2,8.4,2.2,0.7,1.7,2.4,3,18.3
2010-11,22,NJN,NBA,C,82,82,2889,8,16.3,0.492,0,0,0,8,16.3,0.492,4.8,6.1,0.787,2.5,3.6,6.1,1.6,0.6,1.5,2.2,3,20.8
2011-12,23,NJN,NBA,C,5,5,136,10.1,20.4,0.494,0,0,NA,10.1,20.4,0.494,5.3,8.5,0.625,2.1,2.6,4.8,1.6,0.3,1.1,1.6,2.1,25.4
2012-13,24,BRK,NBA,C,74,74,2253,9.1,17.5,0.521,0,0,0,9.1,17.5,0.522,4.7,6.3,0.758,3.3,4.9,8.2,1.1,0.5,2.5,2.1,2.4,23
2013-14,25,BRK,NBA,C,17,17,533,8.7,15.5,0.563,0,0.1,0,8.7,15.4,0.566,6.3,7.8,0.817,2.6,4.3,6.9,1.1,0.6,2,1.9,3.5,23.8
2014-15,26,BRK,NBA,C,72,44,2100,8.7,16.9,0.513,0,0.2,0.1,8.7,16.7,0.517,3.8,4.7,0.814,3.7,5.5,9.2,0.9,0.7,2.2,1.8,3.5,21.2
2015-16,27,BRK,NBA,C,73,73,2457,8.7,17,0.511,0,0.2,0.143,8.6,16.7,0.515,4.6,5.9,0.787,3,5.4,8.4,2.2,0.8,1.8,2.6,3.2,22
2016-17,28,BRK,NBA,C,75,75,2222,9,19,0.474,2.2,6.3,0.346,6.8,12.7,0.536,4.8,5.9,0.81,2,4.6,6.5,2.9,0.6,2,3,3.1,24.9
2017-18,29,LAL,NBA,C,74,72,1735,7.7,16.5,0.465,2.3,6.7,0.345,5.3,9.7,0.549,2.3,3.3,0.703,1.5,4.6,6.1,2.6,0.6,2,2,4,19.9
2018-19,30,MIL,NBA,C,81,81,2322,5.5,12.2,0.452,2.9,7.9,0.365,2.6,4.2,0.613,1.7,2.1,0.842,0.5,5.6,6.1,1.5,0.8,2.8,1.3,2.9,15.6
2019-20,31,MIL,NBA,C,61,60,1622,5.4,12.7,0.427,1.9,6.3,0.296,3.6,6.4,0.557,2.2,2.7,0.81,0.9,5.1,6,2.1,1,3.3,1.4,3.3,14.9
Career,NA,,NBA,,778,740,23797,7.6,15.4,0.494,0.8,2.3,0.338,6.8,13,0.522,3.8,4.9,0.792,2.5,5,7.5,1.8,0.7,2.1,2.1,3.2,19.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,"NJN,BRK",NBA,,562,527,18118,8,15.9,0.506,0.3,0.8,0.328,7.8,15.1,0.515,4.4,5.6,0.794,3,5,8,1.7,0.7,1.9,2.3,3.1,20.8
2 seasons,NA,MIL,NBA,,142,141,3944,5.5,12.4,0.441,2.5,7.3,0.34,3,5.1,0.585,1.9,2.3,0.827,0.7,5.4,6.1,1.8,0.9,3,1.3,3.1,15.3
1 season,NA,LAL,NBA,,74,72,1735,7.7,16.5,0.465,2.3,6.7,0.345,5.3,9.7,0.549,2.3,3.3,0.703,1.5,4.6,6.1,2.6,0.6,2,2,4,19.9
