,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,22,SAC,NBA,PG,42,359,.381,16.2,.603,.143,.151,.103,.206,.397,.474,.500,.579,.231,.500,.240,.306,.008,1,.833,.340,.176,0,0
2007-08,23,SAC,NBA,PG,74,876,.394,15.3,.636,.221,.131,.069,.215,.364,.423,.500,.432,.261,.389,.344,.256,.009,3,.548,.295,.167,0,0
2008-09,24,TOT,NBA,PG,27,300,.382,16.8,.582,.145,.164,.055,.218,.418,.438,.500,.444,.167,.458,.304,.250,.009,1,.643,.261,.333,1,0
2008-09,24,SAC,NBA,PG,20,227,.341,17.4,.580,.114,.170,.057,.239,.420,.392,.500,.400,.000,.429,.270,.350,.011,1,.700,.243,.333,1,0
2008-09,24,TOR,NBA,PG,7,73,.545,14.7,.591,.273,.136,.045,.136,.409,.615,.500,.667,1.000,.667,.444,.000,.000,0,.500,.333,.333,0,0
Career,,,NBA,,143,1535,.389,15.8,.618,.189,.142,.074,.214,.382,.436,.500,.469,.238,.426,.312,.266,.009,5,.618,.298,.200,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAC,NBA,,136,1462,.383,15.8,.619,.186,.142,.075,.217,.381,.429,.500,.462,.220,.420,.306,.281,.009,5,.625,.297,.194,1,0
1 season,,TOR,NBA,,7,73,.545,14.7,.591,.273,.136,.045,.136,.409,.615,.500,.667,1.000,.667,.444,.000,.000,0,.500,.333,.333,0,0
