Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1996-97,23,ORL,NBA,SF,14,59,11.7,0.455,0.364,0,1.9,14.3,8,20.5,0.9,2.6,8.3,18.7,NA,0,0.1,0.1,0.07,NA,0.1,0.6,0.7,0
1997-98,24,TOT,NBA,SF,72,893,12,0.476,0.279,0.183,6.2,12,9,10.5,1.8,1.1,10.1,18.9,NA,0.7,0.8,1.5,0.081,NA,-0.8,-0.3,-1.1,0.2
1997-98,24,ORL,NBA,SF,44,561,12,0.454,0.218,0.233,6.4,11.6,8.9,9.8,2.2,1,9.6,20.5,NA,0.2,0.6,0.8,0.072,NA,-1.3,0.1,-1.2,0.1
1997-98,24,NJN,NBA,SF,28,332,12,0.523,0.396,0.085,5.9,12.7,9.1,11.5,1.1,1.1,11.3,16.2,NA,0.5,0.2,0.7,0.097,NA,-0.1,-1,-1.1,0.1
1998-99,25,TOT,NBA,SF,16,145,10.5,0.372,0.295,0.091,4.3,10.5,7.3,16.8,1.8,1.5,4.2,14.5,NA,0,0.1,0.1,0.045,NA,0.1,0.7,0.7,0.1
1998-99,25,NJN,NBA,SF,11,121,12,0.419,0.324,0.118,3.5,12.6,7.8,18.9,1.3,1.8,5.3,13.8,NA,0.1,0.1,0.2,0.075,NA,1.1,1,2.1,0.1
1998-99,25,MIN,NBA,SF,5,24,3.1,0.2,0.2,0,8.6,0,4.7,6.1,4.4,0,0,18.3,NA,-0.1,0,-0.1,-0.105,NA,-5.2,-1,-6.2,0
Career,NA,,NBA,,102,1097,11.8,0.463,0.286,0.161,5.7,11.9,8.7,11.8,1.7,1.2,9.4,18.3,NA,0.8,1,1.7,0.076,NA,-0.7,-0.1,-0.8,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ORL,NBA,,58,620,11.9,0.454,0.232,0.211,5.9,11.9,8.8,10.9,2,1.2,9.5,20.3,NA,0.2,0.7,0.9,0.072,NA,-1.2,0.2,-1,0.2
2 seasons,NA,NJN,NBA,,39,453,12,0.498,0.379,0.093,5.2,12.6,8.7,13.5,1.2,1.3,9.9,15.6,NA,0.6,0.3,0.9,0.091,NA,0.2,-0.4,-0.2,0.2
1 season,NA,MIN,NBA,,5,24,3.1,0.2,0.2,0,8.6,0,4.7,6.1,4.4,0,0,18.3,NA,-0.1,0,-0.1,-0.105,NA,-5.2,-1,-6.2,0
