,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1992-93,19,INDIANA,35,615,62,146,23,65,37,54,,138,46,18,5,27,50,184,.425,.354,.685,17.6,5.3,3.9,1.3
1993-94,20,INDIANA,27,791,116,259,43,94,46,58,,183,59,37,13,52,56,321,.448,.457,.793,29.3,11.9,6.8,2.2
1994-95,21,INDIANA,31,1051,177,383,58,139,126,161,,208,101,25,17,72,77,538,.462,.417,.783,33.9,17.4,6.7,3.3
1995-96,22,INDIANA,31,1156,212,474,62,158,172,203,,221,126,43,19,72,56,658,.447,.392,.847,37.3,21.2,7.1,4.1
Career,,,124,3613,567,1262,186,456,381,476,,750,332,123,54,223,239,1701,.449,.408,.800,29.1,13.7,6.0,2.7
