Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Brian Evans,,1.5,0.1,0.1
Michael Bradley,91.8,1.5,0.1,0
Damian Jones,90.6,1.5,0.1,0
Perry Jones,90.4,1.5,0.2,0
Ron Riley,88.3,1.6,0.2,0
Stephen Howard,82.6,1.3,0.2,0.1
Josh McRoberts,81.9,1.5,0.4,0.1
Damjan Rudež,81.7,1.3,0.1,0.1
Bob McCann,81.5,1.3,0.1,0.1
Lou Amundson,79.6,1.8,0.1,0.1
Jackie Butler,79.5,1.2,0.1,0.1
