Season,Team,Lg,Salary
1996-97,Orlando Magic,NBA,"$551,000"
1997-98,Orlando Magic,NBA,"$607,545"
1998-99,Minnesota Timberwolves,NBA,"$686,780"
Career,(may be incomplete),,"$1,845,325"
