Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1964-65,26,BAL,NBA,SF,1,0,25:00,7,13,0.538,NA,NA,NA,11,13,0.846,NA,8,2,NA,NA,NA,2,25
1967-68,29,BAL,NBA,SF,1,0,16:00,3,9,0.333,NA,NA,NA,1,2,0.5,NA,6,1,NA,NA,NA,2,7
1968-69,30,BAL,NBA,PF,1,0,18:00,4,10,0.4,NA,NA,NA,5,8,0.625,NA,10,0,NA,NA,NA,3,13
1969-70,31,BAL,NBA,PF,1,0,17:00,5,12,0.417,NA,NA,NA,0,0,NA,NA,7,1,NA,NA,NA,2,10
1970-71,32,BAL,NBA,PF,1,0,23:00,5,12,0.417,NA,NA,NA,2,2,1,NA,4,2,NA,NA,NA,3,12
Career,NA,,NBA,,5,0,99,24,56,0.429,NA,NA,NA,19,25,0.76,NA,35,6,NA,NA,NA,12,67
