Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1963-64,25,BAL,NBA,PF,78,NA,2847,7.2,16.8,0.43,NA,NA,NA,7.2,16.8,0.43,2.7,4,0.658,NA,NA,13.5,2.1,NA,NA,NA,4.1,17.1
1964-65,26,BAL,NBA,SF,76,NA,2899,7.2,17.1,0.418,NA,NA,NA,7.2,17.1,0.418,3.2,4.8,0.676,NA,NA,12.3,3.4,NA,NA,NA,3.2,17.6
1965-66,27,BAL,NBA,SF,41,NA,1284,7.7,18.5,0.413,NA,NA,NA,7.7,18.5,0.413,3.7,5,0.736,NA,NA,15.3,3.2,NA,NA,NA,3.8,19
1966-67,28,BAL,NBA,SF,73,NA,2626,8.5,18.9,0.45,NA,NA,NA,8.5,18.9,0.45,3.7,5.3,0.708,NA,NA,11.7,2.7,NA,NA,NA,3.9,20.7
1967-68,29,BAL,NBA,SF,60,NA,2271,7.6,16.4,0.467,NA,NA,NA,7.6,16.4,0.467,2.9,4.3,0.667,NA,NA,12.4,2.5,NA,NA,NA,3.5,18.1
1968-69,30,BAL,NBA,PF,49,NA,1671,7.7,16.8,0.459,NA,NA,NA,7.7,16.8,0.459,3.4,4.8,0.717,NA,NA,12.2,2.1,NA,NA,NA,3.8,18.9
1969-70,31,BAL,NBA,PF,78,NA,2919,7.1,15.8,0.451,NA,NA,NA,7.1,15.8,0.451,2.4,3.4,0.724,NA,NA,13.4,3.3,NA,NA,NA,3.3,16.7
1970-71,32,BAL,NBA,PF,66,NA,2538,7,15.5,0.453,NA,NA,NA,7,15.5,0.453,3,4.1,0.738,NA,NA,16,2.7,NA,NA,NA,3.2,17
1971-72,33,BAL,NBA,PF,39,NA,668,5.6,14.5,0.383,NA,NA,NA,5.6,14.5,0.383,2.3,3.4,0.683,NA,NA,12.2,2.7,NA,NA,NA,4.9,13.4
1972-73,34,TOT,TOT,SF-PF,71,NA,1170,6.2,14.8,0.419,0.1,0.6,0.19,6.1,14.1,0.429,1.7,2.4,0.718,2.6,NA,11.7,2.9,NA,NA,2.2,5.2,14.2
1972-73,34,PHO,NBA,PF,21,NA,417,6,15.6,0.381,NA,NA,NA,6,15.6,0.381,2.2,3.1,0.694,NA,NA,11.7,2.7,NA,NA,NA,4.7,14.1
1972-73,34,INA,ABA,SF,50,NA,753,6.3,14.3,0.441,0.2,1,0.19,6.1,13.3,0.46,1.5,2,0.738,4.1,7.6,11.7,3,NA,NA,3.3,5.4,14.3
Career,NA,,TOT,,631,NA,20893,7.3,16.7,0.44,0.2,1,0.19,7.3,16.6,0.44,3,4.2,0.7,4.1,7.6,13.1,2.8,NA,NA,3.3,3.7,17.6
,NA,,NBA,,581,NA,20140,7.4,16.8,0.44,NA,NA,NA,7.4,16.8,0.44,3,4.3,0.699,NA,NA,13.2,2.8,NA,NA,NA,3.6,17.8
,NA,,ABA,,50,NA,753,6.3,14.3,0.441,0.2,1,0.19,6.1,13.3,0.46,1.5,2,0.738,4.1,7.6,11.7,3,NA,NA,3.3,5.4,14.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,BAL,NBA,,560,NA,19723,7.4,16.8,0.441,NA,NA,NA,7.4,16.8,0.441,3,4.4,0.699,NA,NA,13.2,2.8,NA,NA,NA,3.6,17.9
1 season,NA,INA,ABA,,50,NA,753,6.3,14.3,0.441,0.2,1,0.19,6.1,13.3,0.46,1.5,2,0.738,4.1,7.6,11.7,3,NA,NA,3.3,5.4,14.3
1 season,NA,PHO,NBA,,21,NA,417,6,15.6,0.381,NA,NA,NA,6,15.6,0.381,2.2,3.1,0.694,NA,NA,11.7,2.7,NA,NA,NA,4.7,14.1
