,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,ATL,NBA,,4,,2,2,,,,,,,,8
1973-74,23,ATL,NBA,,7,,2,3,,,,,,,,14
1974-75,24,PHI,NBA,,6,,3,5,,,,,,,,13
Career,,,,,7,,3,5,,,,,,,,14
2 Seasons,,ATL,NBA,,7,,2,3,,,,,,,,14
1 Season,,PHI,NBA,,6,,3,5,,,,,,,,13
