,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1972-73,24,GSW,NBA,,9,,,,,,3,4,,,,,,,,,19,
1973-74,25,GSW,NBA,,10,,,,,,5,8,,,,,,,,,23,
1974-75,26,GSW,NBA,,8,11,,,,,4,5,,,17,4,,,,6,16,
1975-76,27,GSW,NBA,,7,,,,,,5,6,,,,,,,,,16,
1976-77,28,TOT,NBA,,7,,,,,,5,7,,,,,,,,,16,
1976-77,28,GSW,NBA,,5,15,,,,,4,4,15,7,22,4,2,,,6,13,
1976-77,28,BUF,NBA,,7,,,,,,5,7,,,,,,,,,16,
1977-78,29,NJN,NBA,,11,,,,,,7,8,,,,,,,,,24,
1978-79,30,NJN,NBA,,9,,,,,,7,10,,,,,,,,,25,
1979-80,31,NJN,NBA,,8,,0,,,,6,8,,,,,,,,,22,
1980-81,32,SAS,NBA,,6,,0,,,,5,6,,,,,,,,,15,
1981-82,33,SAS,NBA,,4,,0,,,,4,6,,,,,,,,,10,
1982-83,34,ATL,NBA,,3,7,0,,3,,3,4,,,12,2,,,,5,6,
1984-85,36,NJN,NBA,,3,4,1,1,3,4,5,6,4,5,8,2,2,6,3,6,7,9.3
1985-86,37,SEA,NBA,,2,2,0,0,2,2,3,4,3,4,5,3,2,4,2,4,5,6.7
Career,,,,,11,,,,,,7,10,,,,,,,,,25,
5 Seasons,,GSW,NBA,,10,,,,,,5,8,,,,,,,,,23,
4 Seasons,,NJN,NBA,,11,,,,,,7,10,,,,,,,,,25,
2 Seasons,,SAS,NBA,,6,,0,,,,5,6,,,,,,,,,15,
1 Season,,SEA,NBA,,2,2,0,0,2,2,3,4,3,4,5,3,2,4,2,4,5,6.7
1 Season,,BUF,NBA,,7,,,,,,5,7,,,,,,,,,16,
1 Season,,ATL,NBA,,3,7,0,,3,,3,4,,,12,2,,,,5,6,
