Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,25,LAL,NBA,SG,1,0,17:00,3,4,0.75,0,1,0,4,7,0.571,1,1,1,1,2,3,1,10
1997-98,26,LAL,NBA,SG,1,0,25:00,7,19,0.368,0,7,0,1,2,0.5,7,11,1,2,0,0,1,15
1999-00,28,CHH,NBA,SG,1,1,21:00,4,7,0.571,2,3,0.667,0,0,NA,1,4,3,1,0,1,1,10
Career,NA,,NBA,,3,1,63,14,30,0.467,2,11,0.182,5,9,0.556,9,16,5,4,2,4,3,35
