Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,23,LAL,NBA,SG,10,0,286,30,80,0.375,12,27,0.444,18,53,0.34,0.45,15,21,0.714,7,25,32,20,8,9,17,27,87
1995-96,24,LAL,NBA,SG,4,4,155,27,49,0.551,10,19,0.526,17,30,0.567,0.653,5,8,0.625,7,14,21,6,8,1,4,16,69
1996-97,25,LAL,NBA,SG,9,9,283,33,72,0.458,9,24,0.375,24,48,0.5,0.521,26,35,0.743,8,23,31,29,9,4,13,24,101
1997-98,26,LAL,NBA,SG,13,13,476,69,148,0.466,20,48,0.417,49,100,0.49,0.534,63,76,0.829,12,39,51,32,26,21,17,37,221
1999-00,28,CHH,NBA,SG,4,4,171,22,58,0.379,9,26,0.346,13,32,0.406,0.457,15,16,0.938,4,16,20,19,10,3,5,12,68
2000-01,29,MIA,NBA,SG,3,3,108,22,44,0.5,7,16,0.438,15,28,0.536,0.58,6,7,0.857,2,16,18,7,3,1,7,9,57
2003-04,32,MIA,NBA,SG,13,13,478,56,153,0.366,20,67,0.299,36,86,0.419,0.431,40,50,0.8,3,44,47,29,18,11,19,37,172
2004-05,33,MIA,NBA,SF,15,15,601,71,156,0.455,32,80,0.4,39,76,0.513,0.558,31,42,0.738,10,77,87,39,18,9,22,57,205
2005-06,34,MEM,NBA,SG,4,3,119,14,29,0.483,3,7,0.429,11,22,0.5,0.534,10,15,0.667,3,8,11,10,3,1,1,10,41
2006-07,35,MIA,NBA,SG,3,2,66,2,9,0.222,1,6,0.167,1,3,0.333,0.278,5,6,0.833,1,5,6,5,1,1,1,7,10
2007-08,36,DAL,NBA,SG,3,0,22,2,6,0.333,1,4,0.25,1,2,0.5,0.417,1,1,1,0,3,3,1,1,0,1,3,6
Career,NA,,NBA,,81,66,2765,348,804,0.433,124,324,0.383,224,480,0.467,0.51,217,277,0.783,57,270,327,197,105,61,107,239,1037
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,36,26,1200,159,349,0.456,51,118,0.432,108,231,0.468,0.529,109,140,0.779,34,101,135,87,51,35,51,104,478
4 seasons,NA,MIA,NBA,,34,33,1253,151,362,0.417,60,169,0.355,91,193,0.472,0.5,82,105,0.781,16,142,158,80,40,22,49,110,444
1 season,NA,CHH,NBA,,4,4,171,22,58,0.379,9,26,0.346,13,32,0.406,0.457,15,16,0.938,4,16,20,19,10,3,5,12,68
1 season,NA,MEM,NBA,,4,3,119,14,29,0.483,3,7,0.429,11,22,0.5,0.534,10,15,0.667,3,8,11,10,3,1,1,10,41
1 season,NA,DAL,NBA,,3,0,22,2,6,0.333,1,4,0.25,1,2,0.5,0.417,1,1,1,0,3,3,1,1,0,1,3,6
