,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,MIA,NBA,SG,3,108,,92%,8%,,,-20.5,+14.9,5,1,4,1,4,0,14,1,1
2003-04,32,MIA,NBA,SG,13,478,,92%,9%,,,+0.3,+1.1,8,5,8,5,14,0,60,1,6
2004-05,33,MIA,NBA,SF,15,601,,20%,80%,,,+7.8,+19.3,10,9,27,2,11,0,85,2,3
2005-06,34,MEM,NBA,SG,4,119,,98%,2%,,,-10.3,+15.4,1,0,3,0,4,2,22,0,2
2006-07,35,MIA,NBA,SG,3,66,,47%,53%,,,-13.7,-2.9,0,0,0,1,1,1,11,0,1
2007-08,36,DAL,NBA,SG,3,22,17%,70%,13%,,,-32.5,-24.4,0,0,1,0,0,1,2,0,1
Career,,,NBA,,41,1394,,59%,41%,,,-0.1,+10.7,24,15,43,9,34,4,194,4,14
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIA,NBA,,34,1253,,55%,45%,,,+1.4,+10.8,23,15,39,9,30,1,170,4,11
1 season,,MEM,NBA,,4,119,,98%,2%,,,-10.3,+15.4,1,0,3,0,4,2,22,0,2
1 season,,DAL,NBA,,3,22,17%,70%,13%,,,-32.5,-24.4,0,0,1,0,0,1,2,0,1
