,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1996-97,18,ARIZONAST,30,886,151,363,57,179,18,28,,84,108,59,8,39,66,377,.416,.318,.643,29.5,12.6,2.8,3.6
1997-98,19,ARIZONAST,32,,143,331,55,137,22,29,,96,93,64,6,,,363,.432,.401,.759,,11.3,3.0,2.9
1998-99,20,ARIZONAST,30,1106,206,477,65,167,91,115,,147,93,61,3,84,87,568,.432,.389,.791,36.9,18.9,4.9,3.1
1999-00,21,ARIZONAST,32,1189,263,623,73,200,137,164,,175,111,74,2,72,66,736,.422,.365,.835,37.2,23.0,5.5,3.5
Career,,,124,3181,763,1794,250,683,268,336,,502,405,258,19,195,219,2044,.425,.366,.798,34.6,16.5,4.0,3.3
