Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2000-01,22,MIA,NBA,PG,3,64,13.8,0.45,0.175,0.125,1.9,7.6,4.8,21.2,2.5,1.2,10.6,35.6,NA,-0.2,0,-0.1,-0.106,NA,0.2,0,0.1,0
2004-05,26,SAC,NBA,PG,3,23,13.7,0.507,0.125,0.25,4.9,5.8,5.3,26,0,0,10.1,19.1,NA,0,0,0,0.053,NA,2.2,-1.7,0.6,0
2005-06,27,PHO,NBA,PG,14,130,4.6,0.409,0.269,0.077,0,8.2,4.1,6.9,0.4,1.1,8.5,21.3,NA,-0.3,0,-0.3,-0.109,NA,-5.2,-2.7,-7.9,-0.2
2006-07,28,NJN,NBA,SG,4,18,-2.5,0.313,0.75,0,0,13,6.6,9.8,3,0,20,26.8,NA,-0.1,0,-0.1,-0.223,NA,-9.4,-0.8,-10.2,0
2007-08,29,BOS,NBA,PG,21,165,10.6,0.437,0.554,0.143,1.5,15,8.4,18.3,1.7,0.5,6.3,18.5,NA,0.1,0.2,0.3,0.086,NA,-0.7,1.2,0.6,0.1
2008-09,30,BOS,NBA,PG,14,232,17.1,0.66,0.481,0.143,1,9.4,5.1,9.9,2.5,0,6.8,17.5,NA,0.6,0.3,0.8,0.175,NA,2.1,2,4.1,0.4
2010-11,32,MIA,NBA,SG,7,48,0.3,0.324,0.588,0,2.6,9.9,6.3,3.5,4.6,0,19,21.3,NA,-0.2,0.1,-0.1,-0.133,NA,-9.2,0.3,-9,-0.1
Career,NA,,NBA,,66,680,11,0.492,0.411,0.116,1.2,10.4,5.8,12.5,2,0.4,9.1,20.8,NA,-0.1,0.6,0.5,0.036,NA,-1.2,0.4,-0.8,0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,35,397,14.4,0.566,0.511,0.143,1.2,11.7,6.5,13.4,2.2,0.2,6.6,17.9,NA,0.7,0.5,1.1,0.138,NA,1,1.7,2.7,0.5
1 season,NA,PHO,NBA,,14,130,4.6,0.409,0.269,0.077,0,8.2,4.1,6.9,0.4,1.1,8.5,21.3,NA,-0.3,0,-0.3,-0.109,NA,-5.2,-2.7,-7.9,-0.2
2 seasons,NA,MIA,NBA,,10,112,8,0.414,0.298,0.088,2.2,8.5,5.4,13.6,3.4,0.7,13.2,29.5,NA,-0.4,0.1,-0.3,-0.117,NA,-3.9,0.1,-3.8,-0.1
1 season,NA,NJN,NBA,,4,18,-2.5,0.313,0.75,0,0,13,6.6,9.8,3,0,20,26.8,NA,-0.1,0,-0.1,-0.223,NA,-9.4,-0.8,-10.2,0
1 season,NA,SAC,NBA,,3,23,13.7,0.507,0.125,0.25,4.9,5.8,5.3,26,0,0,10.1,19.1,NA,0,0,0,0.053,NA,2.2,-1.7,0.6,0
