Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,23,DLC,ABA,PG,24,226,13.4,0.549,0.21,0.358,NA,NA,5.8,16.8,14.6,17.5,NA,0.4,0.1,0.6,0.118
1970-71,24,TOT,ABA,SG,49,690,9.9,0.466,0.167,0.256,NA,NA,5.1,18.6,16,16.6,NA,0,0.6,0.5,0.036
1970-71,24,TEX,ABA,SG,45,656,10.5,0.477,0.169,0.258,NA,NA,5.3,18.9,16.5,16.9,NA,0.1,0.5,0.6,0.047
1970-71,24,KEN,ABA,,4,34,-0.6,0.184,0.1,0.2,NA,NA,1.3,12.9,0,11.4,NA,-0.1,0,-0.1,-0.189
Career,NA,,ABA,,73,916,10.8,0.487,0.177,0.281,NA,NA,5.3,18.1,15.6,16.8,NA,0.4,0.7,1.1,0.056
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"DLC,TEX",ABA,,69,882,11.2,0.496,0.18,0.284,NA,NA,5.4,18.3,16,17,NA,0.5,0.7,1.2,0.065
1 season,NA,KEN,ABA,,4,34,-0.6,0.184,0.1,0.2,NA,NA,1.3,12.9,0,11.4,NA,-0.1,0,-0.1,-0.189
