Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,23,PHI,NBA,PF,11,NA,321,4.9,14.6,0.338,2.8,3.6,0.781,8.9,2.7,3.5,12.7
1965-66,24,PHI,NBA,PF,5,NA,163,4.6,10.8,0.429,4,4.9,0.818,9.7,1.8,4.6,13.3
1966-67,25,PHI,NBA,PF,15,NA,543,4.2,10.7,0.398,2.5,3.4,0.725,11.7,2,3.1,10.9
1967-68,26,PHI,NBA,PF,13,NA,432,5.2,13.2,0.392,2,2.9,0.686,9.6,1.3,4.9,12.3
1969-70,28,PHI,NBA,PF,5,NA,73,4.4,9.4,0.474,1,1,1,16.3,1.5,5.4,9.9
1970-71,29,PHI,NBA,C,7,NA,160,3.6,8.6,0.421,1.6,2.3,0.7,13.7,2.5,3.8,8.8
Career,NA,,NBA,,56,NA,1692,4.6,11.8,0.389,2.4,3.2,0.743,10.8,2,4,11.6
