,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,22,TOR,NBA,SG,7,158,,85%,15%,,,-8.9,-13.5,6,1,5,0,3,2,5,1,3
2014-15,23,TOR,NBA,SF,4,107,,5%,85%,11%,,-18.2,-6.1,2,0,4,0,0,1,9,0,1
2015-16,24,TOR,NBA,SF,20,335,,9%,75%,17%,,-17.0,-17.7,2,10,9,2,4,1,25,0,5
2018-19,27,ORL,NBA,SG,5,146,,34%,66%,,,-12.1,+7.4,5,1,4,3,6,0,16,1,0
Career,,,NBA,,36,746,,29%,62%,9%,,-14.5,-10.2,15,12,22,5,13,4,55,2,9
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,TOR,NBA,,31,600,,28%,61%,11%,,-15.1,-14.5,10,11,18,2,7,4,39,1,9
1 season,,ORL,NBA,,5,146,,34%,66%,,,-12.1,+7.4,5,1,4,3,6,0,16,1,0
