,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,25,SEA,NBA,SF,29,520,,5%,81%,14%,,-8.1,-12.5,7,2,19,4,17,0,59,5,7
2005-06,26,SEA,NBA,SF,82,1525,,22%,76%,2%,,-5.3,-3.3,32,18,45,21,68,6,261,18,27
2006-07,27,SEA,NBA,SF,82,2037,,44%,53%,3%,,-6.5,-6.7,32,37,46,25,70,5,344,9,28
2007-08,28,SEA,NBA,SF,76,1843,,25%,75%,,,-11.7,-4.9,39,27,51,12,61,6,326,13,35
2008-09,29,OKC,NBA,SG,41,636,,71%,26%,3%,,-12.4,-6.7,14,7,27,5,19,5,84,4,8
2009-10,30,MIN,NBA,SF,80,1585,,13%,86%,1%,,-8.2,+3.0,34,14,63,10,50,7,302,15,18
2010-11,31,ATL,NBA,SF,52,676,,19%,69%,11%,,-7.9,-8.5,9,3,26,4,28,0,90,2,10
2011-12,32,DET,NBA,SF,60,922,,34%,66%,,,-1.9,+5.3,13,7,41,2,27,4,102,6,8
2012-13,33,PHI,NBA,SG,61,1095,9%,75%,16%,,,-4.3,-0.9,17,13,30,10,52,5,209,11,17
2017-18,38,IND,NBA,SF,19,152,,15%,81%,4%,,+5.7,+4.3,3,1,5,0,1,0,22,0,0
Career,,,NBA,,582,10991,1%,33%,63%,3%,,-7.2,-3.2,200,129,353,93,393,38,1799,83,158
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,"SEA,OKC",NBA,,310,6561,,33%,64%,3%,,-8.4,-5.9,124,91,188,67,235,22,1074,49,105
1 season,,MIN,NBA,,80,1585,,13%,86%,1%,,-8.2,+3.0,34,14,63,10,50,7,302,15,18
1 season,,PHI,NBA,,61,1095,9%,75%,16%,,,-4.3,-0.9,17,13,30,10,52,5,209,11,17
1 season,,DET,NBA,,60,922,,34%,66%,,,-1.9,+5.3,13,7,41,2,27,4,102,6,8
1 season,,ATL,NBA,,52,676,,19%,69%,11%,,-7.9,-8.5,9,3,26,4,28,0,90,2,10
1 season,,IND,NBA,,19,152,,15%,81%,4%,,+5.7,+4.3,3,1,5,0,1,0,22,0,0
