,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,26,CLE,NBA,SF,2,12,,,88%,12%,,-36.4,-33.0,0,0,0,0,0,0,0,0,1
Career,,,NBA,,2,12,,,88%,12%,,-36.4,-33.0,0,0,0,0,0,0,0,0,1
