Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1972-73,22,PHI,NBA,PG,82,2351,10.1,0.425,0.217,NA,NA,4,17.6,NA,NA,NA,NA,NA,-1.7,1,-0.7,-0.014,NA,NA,NA,NA,NA
1973-74,23,PHI,NBA,PG,75,1818,10.9,0.447,0.274,0.8,4.2,2.5,19.9,1.5,0.3,NA,NA,NA,-0.9,0.7,-0.2,-0.007,NA,-3,-1.1,-4.1,-1
1974-75,24,PHI,NBA,PG,66,1362,9.6,0.426,0.232,1.2,5.5,3.3,17.2,1.5,0.2,NA,NA,NA,-1,0.7,-0.3,-0.01,NA,-3.7,-0.9,-4.5,-0.9
1975-76,25,TOT,NBA,SG-PG,36,617,9.9,0.458,0.298,0.6,4.5,2.6,18,2,0.6,NA,NA,NA,-0.1,0.5,0.4,0.033,NA,-2.6,0.4,-2.3,-0.1
1975-76,25,PHI,NBA,PG,6,33,2.9,0.363,0.333,0,5.8,2.9,7.5,1.4,0,NA,NA,NA,0,0,0,-0.041,NA,-4.8,0,-4.8,0
1975-76,25,NOJ,NBA,SG,30,584,10.3,0.461,0.297,0.7,4.5,2.6,18.6,2.1,0.6,NA,NA,NA,0,0.5,0.5,0.037,NA,-2.5,0.4,-2.1,0
1976-77,26,NOJ,NBA,PG,47,1212,12.6,0.52,0.241,1.5,5.6,3.6,17.1,1.6,0.3,NA,NA,NA,1.3,0.8,2.1,0.083,NA,-1,-0.1,-1.2,0.3
1977-78,27,NOJ,NBA,SG,21,363,7.7,0.426,0.2,0.5,4.4,2.5,16.9,1.1,0.4,14.3,14.6,NA,-0.1,0.2,0.1,0.013,NA,-3.1,-0.6,-3.7,-0.2
Career,NA,,NBA,,327,7723,10.5,0.447,0.242,1,4.9,3.3,18,1.5,0.3,14.3,14.6,NA,-2.5,3.9,1.4,0.009,NA,-2.7,-0.6,-3.3,-1.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHI,NBA,,229,5564,10.2,0.433,0.24,1,4.8,3.3,18.2,1.5,0.2,NA,NA,NA,-3.7,2.4,-1.3,-0.011,NA,-3.3,-1,-4.3,-1.9
3 seasons,NA,NOJ,NBA,,98,2159,11.2,0.49,0.248,1.1,5.1,3.1,17.5,1.7,0.4,14.3,14.6,NA,1.2,1.5,2.7,0.059,NA,-1.8,-0.1,-1.8,0.1
