Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Chris Welp,,0.7,0.3,0
Mamadou N'Diaye,79.9,0.6,0.3,0
George Zídek,74.2,0.6,0.3,0
Kyrylo Fesenko,74.0,0.6,0.3,0
Connie Dierking,72.5,0.7,0.5,0.1
Melvin Ely,72.2,0.8,0.4,0.1
Hamed Haddadi,72.0,0.6,0.4,0
Alan Ogg,69.0,0.5,0.3,0
Bob Christian,65.4,0.9,0.5,0
Jason Collier,62.0,0.4,0.3,0
Mike Peplowski,61.0,0.9,0.1,0
