Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,24,LAS,ABA,C,17,664,14.1,0.528,0,0.379,NA,NA,15.8,7.9,NA,NA,21.1,19.5,NA,0.8,0.9,1.7,0.121
1970-71,25,MMP,ABA,C,2,17,15.5,0.508,0,0.286,NA,NA,NA,9.1,NA,NA,20.2,NA,NA,0,0,0.1,0.143
1971-72,26,FLO,ABA,C,4,62,24.3,0.658,0,0.13,NA,NA,16.2,5.5,NA,NA,3.9,15.5,NA,0.2,0.1,0.3,0.229
Career,NA,,ABA,,23,743,15,0.538,0,0.356,NA,NA,15.8,7.8,NA,NA,20,19.1,NA,1,1,2,0.13
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAS,ABA,,17,664,14.1,0.528,0,0.379,NA,NA,15.8,7.9,NA,NA,21.1,19.5,NA,0.8,0.9,1.7,0.121
1 season,NA,FLO,ABA,,4,62,24.3,0.658,0,0.13,NA,NA,16.2,5.5,NA,NA,3.9,15.5,NA,0.2,0.1,0.3,0.229
1 season,NA,MMP,ABA,,2,17,15.5,0.508,0,0.286,NA,NA,NA,9.1,NA,NA,20.2,NA,NA,0,0,0.1,0.143
