Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2006-07,20,IND,NBA,SG,46,556,9.7,0.533,0.325,0.125,6.7,10.6,8.6,6.7,0.6,1.1,12.4,15.5,NA,0.3,0.4,0.7,0.063,NA,-1.6,-1.1,-2.7,-0.1
2007-08,21,IND,NBA,SF,65,967,12.8,0.522,0.368,0.285,6,14,9.9,9.8,1.3,2,12.2,21.3,NA,0.4,1,1.4,0.069,NA,-1.4,-0.4,-1.8,0
2008-09,22,DAL,NBA,SF,15,170,7.5,0.345,0.304,0.196,13,18.1,15.5,1.7,0.6,3.9,7.6,17.8,NA,-0.2,0.2,0,-0.012,NA,-5.1,-1.4,-6.5,-0.2
2010-11,24,NYK,NBA,PF,64,1323,12.2,0.558,0.551,0.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,NA,1.4,1.1,2.5,0.089,NA,-0.5,-0.2,-0.7,0.4
2011-12,25,NJN,NBA,SF,25,514,4.9,0.372,0.592,0.075,4.4,11.2,7.7,4.9,1,1.6,7.9,14.7,NA,-0.5,0.1,-0.4,-0.041,NA,-4.2,-2.2,-6.4,-0.6
2013-14,27,LAL,NBA,PF,36,751,9.5,0.503,0.672,0.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,NA,0.1,0.6,0.7,0.045,NA,-2.5,0.8,-1.7,0.1
2014-15,28,TOT,NBA,SF,63,1087,10.5,0.537,0.593,0.133,3.9,14,9,6.5,1.2,1.6,8.6,14.9,NA,1.1,0.8,1.9,0.084,NA,-1.4,-0.6,-2,0
2014-15,28,MIA,NBA,SF,44,924,11.2,0.574,0.633,0.138,3.6,14.3,9,6.3,1.2,1.6,8.3,14.1,NA,1.3,0.7,2,0.102,NA,-0.7,-0.5,-1.2,0.2
2014-15,28,DET,NBA,SF,19,163,6.7,0.388,0.433,0.117,5.8,12.5,9,7.5,1.3,1.9,10,19.1,NA,-0.2,0.1,-0.1,-0.021,NA,-5.3,-1.4,-6.6,-0.2
Career,NA,,NBA,,314,5368,10.5,0.513,0.504,0.159,5.2,14.8,9.9,6.4,1.2,2.2,10.2,16,NA,2.6,4.1,6.7,0.06,NA,-1.7,-0.5,-2.2,-0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,IND,NBA,,111,1523,11.7,0.525,0.355,0.237,6.2,12.8,9.4,8.7,1,1.7,12.2,19.2,NA,0.8,1.4,2.1,0.067,NA,-1.5,-0.6,-2.1,-0.1
1 season,NA,NYK,NBA,,64,1323,12.2,0.558,0.551,0.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,NA,1.4,1.1,2.5,0.089,NA,-0.5,-0.2,-0.7,0.4
1 season,NA,MIA,NBA,,44,924,11.2,0.574,0.633,0.138,3.6,14.3,9,6.3,1.2,1.6,8.3,14.1,NA,1.3,0.7,2,0.102,NA,-0.7,-0.5,-1.2,0.2
1 season,NA,LAL,NBA,,36,751,9.5,0.503,0.672,0.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,NA,0.1,0.6,0.7,0.045,NA,-2.5,0.8,-1.7,0.1
1 season,NA,NJN,NBA,,25,514,4.9,0.372,0.592,0.075,4.4,11.2,7.7,4.9,1,1.6,7.9,14.7,NA,-0.5,0.1,-0.4,-0.041,NA,-4.2,-2.2,-6.4,-0.6
1 season,NA,DET,NBA,,19,163,6.7,0.388,0.433,0.117,5.8,12.5,9,7.5,1.3,1.9,10,19.1,NA,-0.2,0.1,-0.1,-0.021,NA,-5.3,-1.4,-6.6,-0.2
1 season,NA,DAL,NBA,,15,170,7.5,0.345,0.304,0.196,13,18.1,15.5,1.7,0.6,3.9,7.6,17.8,NA,-0.2,0.2,0,-0.012,NA,-5.1,-1.4,-6.5,-0.2
