,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2006-07,20,IND,NBA,27:41,6,10,2,6,5,7,5,7,4,6,6,3,1,2,4,5,19,11.4
2007-08,21,IND,NBA,32:28,9,12,3,7,8,10,7,10,5,10,11,3,3,3,4,6,24,20.0
2008-09,22,DAL,NBA,31:09,3,8,1,4,3,7,3,4,7,5,12,2,1,2,2,4,7,7.6
2010-11,24,NYK,NBA,42:47,8,13,7,9,4,8,6,7,3,8,11,4,3,4,3,6,25,19.0
2011-12,25,NJN,NBA,37:50,4,12,3,8,2,6,2,2,3,5,7,3,2,2,3,6,11,8.1
2013-14,27,LAL,NBA,36:24,7,16,6,11,3,8,2,2,3,11,11,4,2,5,2,6,20,20.4
2014-15,28,TOT,NBA,36:17,8,11,5,7,4,7,4,4,3,9,11,4,2,3,3,5,21,18.5
2014-15,28,MIA,NBA,36:17,8,11,5,7,3,5,4,4,3,9,11,4,2,3,3,5,21,18.5
2014-15,28,DET,NBA,15:58,4,11,2,5,4,7,2,2,2,3,4,2,1,3,2,4,10,7.3
Career,,,,42:47,9,16,7,11,8,10,7,10,7,11,12,4,3,5,4,6,25,20.4
2 Seasons,,IND,NBA,32:28,9,12,3,7,8,10,7,10,5,10,11,3,3,3,4,6,24,20.0
1 Season,,NYK,NBA,42:47,8,13,7,9,4,8,6,7,3,8,11,4,3,4,3,6,25,19.0
1 Season,,MIA,NBA,36:17,8,11,5,7,3,5,4,4,3,9,11,4,2,3,3,5,21,18.5
1 Season,,LAL,NBA,36:24,7,16,6,11,3,8,2,2,3,11,11,4,2,5,2,6,20,20.4
1 Season,,NJN,NBA,37:50,4,12,3,8,2,6,2,2,3,5,7,3,2,2,3,6,11,8.1
1 Season,,DET,NBA,15:58,4,11,2,5,4,7,2,2,2,3,4,2,1,3,2,4,10,7.3
1 Season,,DAL,NBA,31:09,3,8,1,4,3,7,3,4,7,5,12,2,1,2,2,4,7,7.6
