,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,20,IND,NBA,SG,46,556,,59%,38%,3%,,-11.5,-9.9,10,5,43,4,10,4,49,4,7
2007-08,21,IND,NBA,SF,65,967,,,25%,75%,1%,-1.9,-0.5,32,16,94,6,46,15,138,11,28
2008-09,22,DAL,NBA,SF,15,170,,1%,86%,13%,,+7.4,+5.2,0,2,10,0,4,1,5,1,6
2010-11,24,NYK,NBA,PF,64,1323,,,22%,70%,8%,-0.1,-1.8,16,13,105,6,23,4,113,7,19
2011-12,25,NJN,NBA,SF,25,514,,,43%,57%,,-10.1,-4.0,3,4,21,4,7,2,42,2,7
2013-14,27,LAL,NBA,PF,36,751,,1%,8%,91%,,+0.8,+8.5,8,6,40,5,6,1,78,0,8
2014-15,28,TOT,NBA,SF,63,1087,,,2%,98%,,-5.7,-4.1,18,4,76,7,16,1,103,1,10
2014-15,28,MIA,NBA,SF,44,924,,,1%,99%,,-5.3,-3.3,13,3,66,6,13,1,84,0,9
2014-15,28,DET,NBA,SF,19,163,,,7%,93%,,-7.8,-6.7,5,1,10,1,3,0,19,1,1
Career,,,NBA,,314,5368,,6%,22%,69%,2%,-3.3,-1.4,87,50,389,32,112,28,528,26,85
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,111,1523,,22%,30%,48%,,-5.4,-3.9,42,21,137,10,56,19,187,15,35
1 season,,NYK,NBA,,64,1323,,,22%,70%,8%,-0.1,-1.8,16,13,105,6,23,4,113,7,19
1 season,,MIA,NBA,,44,924,,,1%,99%,,-5.3,-3.3,13,3,66,6,13,1,84,0,9
1 season,,LAL,NBA,,36,751,,1%,8%,91%,,+0.8,+8.5,8,6,40,5,6,1,78,0,8
1 season,,NJN,NBA,,25,514,,,43%,57%,,-10.1,-4.0,3,4,21,4,7,2,42,2,7
1 season,,DET,NBA,,19,163,,,7%,93%,,-7.8,-6.7,5,1,10,1,3,0,19,1,1
1 season,,DAL,NBA,,15,170,,1%,86%,13%,,+7.4,+5.2,0,2,10,0,4,1,5,1,6
