Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Mel Riebe,,4.2,2.2,0,NA
Bobby Rascoe,92.0,4.2,1.9,-0.2,NA
Bryn Forbes,89.2,3.8,2.1,0.1,NA
Mike Barrett,82.9,4.9,2.7,-0.1,NA
Keith Jennings,82.8,4.2,2.9,0.6,NA
Walt Kirk,82.3,5,2.3,0.4,NA
Earl Tatum,81.9,4.4,2.6,0.7,0
Ron Perry,80.5,4.4,1.4,0.3,NA
Pat Connaughton,80.0,3.9,2.5,0.6,-0.2
Alfred McGuire,79.5,3.4,1.9,0.1,NA
Al Butler,77.9,4.1,2.1,1.1,-0.3
