Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,30,CLR,BAA,NA,55,NA,NA,276,898,0.307,111,173,0.642,NA,67,169,663
1947-48,31,BOS,BAA,NA,48,NA,NA,202,653,0.309,85,137,0.62,NA,41,137,489
1948-49,32,TOT,BAA,NA,43,NA,NA,172,589,0.292,79,133,0.594,NA,104,110,423
1948-49,32,BOS,BAA,NA,33,NA,NA,146,501,0.291,70,116,0.603,NA,95,97,362
1948-49,32,PRO,BAA,NA,10,NA,NA,26,88,0.295,9,17,0.529,NA,9,13,61
Career,NA,,BAA,NA,146,NA,NA,650,2140,0.304,275,443,0.621,NA,212,416,1575
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,BAA,NA,81,NA,NA,348,1154,0.302,155,253,0.613,NA,136,234,851
1 season,NA,CLR,BAA,NA,55,NA,NA,276,898,0.307,111,173,0.642,NA,67,169,663
1 season,NA,PRO,BAA,NA,10,NA,NA,26,88,0.295,9,17,0.529,NA,9,13,61
