,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,21,SAS,NBA,SF,33,358,.348,11.4,.876,.258,.213,.180,.225,.124,.359,.565,.316,.250,.250,.273,.357,.022,2,1.000,.545,.500,0,0
2015-16,22,SAS,NBA,SF,78,1245,.468,11.5,.875,.217,.200,.251,.210,.125,.488,.609,.373,.500,.452,.324,.484,.034,9,1.000,.865,.375,0,0
2016-17,23,SAS,NBA,SF,72,1020,.445,11.2,.809,.344,.196,.105,.163,.191,.462,.611,.439,.273,.294,.375,.577,.019,4,1.000,.725,.414,1,0
2017-18,24,SAS,NBA,SF,74,1978,.527,8.4,.870,.388,.249,.128,.105,.130,.556,.688,.459,.482,.391,.333,.514,.039,15,.947,.649,.405,1,0
2018-19,25,MEM,NBA,SF,43,1281,.543,7.9,.877,.464,.261,.051,.101,.123,.583,.680,.486,.357,.500,.265,.539,.011,2,1.000,.618,.381,0,0
2019-20,26,MEM,NBA,PF,59,1140,.493,11.1,.779,.286,.261,.132,.100,.221,.560,.650,.548,.432,.500,.258,.574,.036,10,1.000,.613,.237,1,0
Career,,,NBA,,359,7022,.492,9.9,.848,.338,.235,.138,.137,.152,.525,.655,.458,.434,.408,.307,.525,.029,42,.986,.676,.362,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAS,NBA,,257,4601,.478,10.1,.859,.319,.221,.163,.157,.141,.501,.647,.421,.440,.377,.338,.507,.032,30,.980,.717,.404,2,0
2 seasons,,MEM,NBA,,102,2421,.518,9.5,.827,.374,.261,.092,.101,.173,.572,.668,.517,.412,.500,.260,.555,.023,12,1.000,.615,.288,1,0
