Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,21,SAS,NBA,SF,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,0.2,2,2.2,0.8,0.5,0.2,0.3,0.8,2.2
2015-16,22,SAS,NBA,SF,78,11,16,1.8,3.8,0.468,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
2016-17,23,SAS,NBA,SF,72,14,14.2,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,0.462,0.481,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4
2017-18,24,SAS,NBA,SF,74,67,26.7,3.1,5.9,0.527,0.3,0.8,0.333,2.9,5.1,0.556,0.549,1.4,2,0.712,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9
2018-19,25,MEM,NBA,SF,43,40,29.8,3.5,6.4,0.543,0.2,0.8,0.265,3.3,5.6,0.583,0.56,0.9,1.5,0.578,1.1,4.7,5.8,3,1.3,0.9,1.3,2.6,8
2019-20,26,MEM,NBA,PF,59,20,19.3,2.3,4.7,0.493,0.3,1.1,0.258,2.1,3.7,0.56,0.521,0.7,1.1,0.652,0.9,3.4,4.4,2.2,0.8,0.5,0.9,1.4,5.7
Career,NA,,NBA,,359,160,19.6,2.2,4.4,0.492,0.2,0.7,0.307,2,3.7,0.525,0.515,0.8,1.2,0.698,0.7,3.3,4,2,0.9,0.5,0.9,1.4,5.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SAS,NBA,,257,100,17.9,1.9,4,0.478,0.2,0.6,0.338,1.7,3.4,0.501,0.502,0.9,1.2,0.733,0.6,3,3.6,1.7,0.9,0.5,0.8,1.2,4.9
2 seasons,NA,MEM,NBA,,102,60,23.7,2.8,5.5,0.518,0.2,0.9,0.26,2.6,4.5,0.572,0.54,0.8,1.3,0.615,1,4,5,2.5,1,0.7,1.1,1.9,6.7
