,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,24,LAL,NBA,SG,20,397,22%,70%,9%,,,+1.5,+9.7,6,5,22,0,19,2,33,5,9
2017-18,25,CHI,NBA,SG,70,1646,2%,77%,21%,,,-6.5,+1.9,36,19,81,10,103,7,246,19,49
2018-19,26,CLE,NBA,SG,51,984,,26%,72%,2%,,-4.3,+7.8,16,6,43,4,45,7,132,8,28
2019-20,27,BRK,NBA,SF,20,268,,22%,53%,26%,,+7.0,+8.5,4,0,16,1,13,3,19,1,6
Career,,,NBA,,161,3295,3%,56%,37%,3%,,-3.8,+5.1,62,30,162,15,180,19,430,33,92
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHI,NBA,,70,1646,2%,77%,21%,,,-6.5,+1.9,36,19,81,10,103,7,246,19,49
1 season,,CLE,NBA,,51,984,,26%,72%,2%,,-4.3,+7.8,16,6,43,4,45,7,132,8,28
1 season,,LAL,NBA,,20,397,22%,70%,9%,,,+1.5,+9.7,6,5,22,0,19,2,33,5,9
1 season,,BRK,NBA,,20,268,,22%,53%,26%,,+7.0,+8.5,4,0,16,1,13,3,19,1,6
