Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Vern Gardner,,5.9,1.6,-0.1
Rich Jones,94.5,5.8,1.8,0.2
Jason Maxiell,91.1,6.3,1.8,-0.2
Alex Hannum,86.6,5.1,1.7,NA
George Carter,85.7,6.4,2.2,0
Dick Mehen,85.0,5.6,1.9,0.6
Wah Wah Jones,84.7,5.9,2.1,0.8
Don MacLean,83.6,5.6,1.1,0.4
Ronald Franz,82.8,5.9,2.1,0.9
Irv Torgoff,82.6,5.4,1,0.1
Otto Porter,82.5,5.6,2.7,0
