Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,22,MIL,NBA,SF,1,1,22:53,14,17,0.824,0,1,0,2,2,1,3,6,1,3,1,0,0,30
2017-18,23,MIL,NBA,PF,1,1,26:34,6,14,0.429,0,2,0,4,6,0.667,4,7,2,0,0,2,2,16
2018-19,24,MIL,NBA,PF,1,1,27:09,17,23,0.739,2,6,0.333,2,2,1,4,11,5,1,0,3,2,38
2019-20,25,MIL,NBA,PF,1,1,30:45,12,21,0.571,1,4,0.25,0,2,0,4,11,4,1,3,1,4,25
Career,NA,,NBA,,4,4,107,49,75,0.653,3,13,0.231,8,12,0.667,15,35,12,5,4,6,8,109
