,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1980-81,21,DAL,NBA,,7,,0,,,,11,15,,,,,,,,,22,
1981-82,22,DAL,NBA,,3,,0,,,,4,6,,,7,,,,,,10,
Career,,,,,7,,0,,,,11,15,,,,,,,,,22,
