,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,35,IND,NBA,SG,81,3181,.440,17.8,.605,.107,.077,.114,.307,.395,.487,.722,.440,.388,.454,.366,.726,.005,6,.882,.336,.397,2,0
2001-02,36,IND,NBA,SG,79,2889,.453,19.2,.515,.106,.035,.094,.279,.485,.498,.794,.406,.442,.416,.406,.791,.007,6,.883,.273,.479,4,0
2002-03,37,IND,NBA,SG,70,2117,.441,18.6,.501,.157,.039,.066,.239,.499,.527,.750,.320,.405,.447,.355,.905,.000,0,.947,.239,.316,1,0
2003-04,38,IND,NBA,SG,80,2254,.438,20.1,.438,.082,.047,.062,.246,.562,.485,.735,.500,.432,.411,.401,.706,.002,1,.896,.284,.474,1,0
2004-05,39,IND,NBA,SG,66,2105,.437,19.3,.586,.056,.038,.149,.344,.414,.518,.725,.630,.561,.453,.322,.665,.007,5,.948,.299,.393,1,0
Career,,,NBA,,376,12546,.442,18.9,.540,.102,.050,.101,.287,.460,.501,.748,.453,.451,.439,.373,.753,.004,18,.905,.289,.417,9,0
