Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1989-90,24,IND,NBA,SG,1,0,14:00,2,3,0.667,0,1,0,0,0,NA,0,1,3,1,0,0,1,4
1994-95,29,IND,NBA,SG,1,1,23:00,3,9,0.333,3,6,0.5,0,0,NA,0,0,2,1,1,1,0,9
1995-96,30,IND,NBA,SG,1,0,18:00,4,8,0.5,0,4,0,0,0,NA,0,2,2,1,0,1,2,8
1997-98,32,IND,NBA,SG,1,0,20:00,6,8,0.75,1,2,0.5,1,2,0.5,0,0,0,1,0,0,2,14
1999-00,34,IND,NBA,SG,1,0,21:00,1,7,0.143,1,6,0.167,2,2,1,0,2,3,1,0,1,1,5
Career,NA,,NBA,,5,1,96,16,35,0.457,5,19,0.263,3,4,0.75,0,5,10,5,1,3,6,40
