,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,24,SEA,NBA,PF,11,208,,,2%,94%,5%,-4.2,-5.0,1,1,10,2,11,0,11,2,9
2005-06,25,DEN,NBA,PF,5,69,,,,74%,26%,-11.4,-3.7,0,2,6,1,6,0,0,1,0
2007-08,27,PHI,NBA,PF,6,148,,,,91%,9%,+2.6,+23.0,1,3,7,2,8,3,6,0,6
2008-09,28,PHI,NBA,PF,5,36,,,,25%,75%,-15.9,-7.2,1,1,3,0,2,0,0,0,3
2011-12,31,LAC,NBA,PF,11,198,,,2%,95%,3%,+7.1,+18.9,0,0,12,5,12,1,3,2,3
2012-13,32,BRK,NBA,PF,7,209,,,,100%,,+0.5,-3.3,0,4,7,0,8,1,12,2,6
Career,,,NBA,,45,868,,,1%,91%,9%,-0.4,+5.6,3,11,45,10,47,5,32,7,27
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAC,NBA,,11,198,,,2%,95%,3%,+7.1,+18.9,0,0,12,5,12,1,3,2,3
1 season,,SEA,NBA,,11,208,,,2%,94%,5%,-4.2,-5.0,1,1,10,2,11,0,11,2,9
2 seasons,,PHI,NBA,,11,184,,,,78%,22%,-1.0,+17.1,2,4,10,2,10,3,6,0,9
1 season,,BRK,NBA,,7,209,,,,100%,,+0.5,-3.3,0,4,7,0,8,1,12,2,6
1 season,,DEN,NBA,,5,69,,,,74%,26%,-11.4,-3.7,0,2,6,1,6,0,0,1,0
