,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,22,SEA,NBA,PF,67,1365,.471,3.9,1.000,.629,.200,.086,.086,.000,.471,.580,.143,.583,.333,,.455,.079,9,,,,0,0
2003-04,23,SEA,NBA,PF,75,1280,.406,3.7,.982,.691,.170,.055,.067,.018,.414,.518,.179,.111,.182,.000,.567,.073,11,,.000,,1,0
2004-05,24,SEA,NBA,PF,79,1881,.476,2.6,.993,.731,.182,.058,.022,.007,.480,.547,.340,.188,.167,.000,.573,.076,19,,.000,,0,0
2005-06,25,TOT,NBA,PF,67,1393,.489,3.6,.996,.627,.254,.052,.063,.004,.491,.548,.397,.286,.471,.000,.481,.037,9,,.000,,1,0
2005-06,25,SEA,NBA,PF,41,788,.509,3.5,.994,.613,.289,.040,.052,.006,.512,.566,.420,.429,.444,.000,.500,.040,6,,.000,,1,0
2005-06,25,DEN,NBA,PF,26,605,.453,3.7,1.000,.653,.189,.074,.084,.000,.453,.516,.333,.143,.500,,.442,.032,3,,,,0,0
2006-07,26,DEN,NBA,PF,66,1127,.544,2.4,1.000,.758,.144,.047,.051,.000,.544,.589,.387,.600,.273,,.590,.051,9,,,,0,0
2007-08,27,PHI,NBA,PF,81,1879,.439,2.6,.997,.725,.194,.032,.046,.003,.438,.494,.328,.273,.125,1.000,.656,.090,29,.000,.000,,0,0
2008-09,28,PHI,NBA,PF,79,1137,.444,1.5,.994,.831,.152,.000,.011,.006,.446,.439,.519,,.000,.000,.506,.073,8,,1.000,.000,0,0
2009-10,29,TOR,NBA,PF,28,311,.493,2.6,1.000,.754,.217,.000,.029,.000,.493,.615,.067,,.500,,.559,.000,0,,,,0,0
2010-11,30,TOR,NBA,PF,30,798,.408,3.8,.990,.689,.214,.029,.058,.010,.412,.507,.182,.333,.167,.000,.548,.019,1,,.000,,0,0
2011-12,31,LAC,NBA,PF,56,771,.472,3.0,1.000,.694,.264,.028,.014,.000,.472,.600,.158,.500,.000,,.441,.042,3,,,,0,0
2012-13,32,BRK,NBA,PF,80,1967,.479,3.2,1.000,.697,.249,.034,.019,.000,.479,.544,.338,.222,.400,,.576,.031,7,,,,0,0
2013-14,33,TOT,NBA,PF,54,899,.473,3.5,1.000,.587,.373,.013,.027,.000,.473,.591,.339,.000,.000,,.606,.087,12,,,,0,0
2013-14,33,BRK,NBA,PF,30,399,.390,3.2,1.000,.661,.305,.017,.017,.000,.390,.487,.222,.000,.000,,.739,.102,6,,,,0,0
2013-14,33,SAC,NBA,PF,24,500,.527,3.7,1.000,.538,.418,.011,.033,.000,.527,.673,.395,.000,.000,,.542,.077,6,,,,0,0
2014-15,34,SAC,NBA,PF,47,764,.423,3.6,.985,.555,.387,.036,.007,.015,.430,.592,.226,.000,1.000,.000,.603,.073,7,,.500,.000,0,0
Career,,,NBA,,809,15572,.465,3.0,.995,.694,.222,.039,.040,.005,.467,.539,.306,.301,.266,.091,.561,.061,124,.000,.182,.000,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SEA,NBA,,262,5314,.467,3.3,.992,.676,.207,.058,.050,.008,.471,.550,.301,.318,.289,.000,.531,.068,45,,.000,,2,0
2 seasons,,PHI,NBA,,160,3016,.441,2.2,.996,.761,.179,.021,.034,.004,.441,.474,.383,.273,.111,.500,.604,.084,37,.000,.500,.000,0,0
2 seasons,,BRK,NBA,,110,2366,.463,3.2,1.000,.691,.259,.031,.019,.000,.463,.534,.313,.200,.333,,.601,.044,13,,,,0,0
2 seasons,,DEN,NBA,,92,1732,.516,2.8,1.000,.726,.158,.055,.061,.000,.516,.569,.367,.412,.368,,.550,.045,12,,,,0,0
2 seasons,,SAC,NBA,,71,1264,.465,3.7,.991,.548,.399,.026,.018,.009,.469,.624,.297,.000,.250,.000,.575,.075,13,,.500,.000,0,0
2 seasons,,TOR,NBA,,58,1109,.442,3.3,.994,.715,.215,.017,.047,.006,.444,.553,.135,.333,.250,.000,.553,.012,1,,.000,,0,0
1 season,,LAC,NBA,,56,771,.472,3.0,1.000,.694,.264,.028,.014,.000,.472,.600,.158,.500,.000,,.441,.042,3,,,,0,0
