,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1994-95,18,GATECH,29,966,121,250,28,73,81,110,,180,68,39,7,62,66,351,.484,.384,.736,33.3,12.1,6.2,2.3
1995-96,19,GATECH,36,1328,233,457,66,154,138,181,,293,79,63,5,88,89,670,.510,.429,.762,36.9,18.6,8.1,2.2
1996-97,20,GATECH,27,1015,169,410,65,190,110,163,,222,60,32,10,97,70,513,.412,.342,.675,37.6,19.0,8.2,2.2
1997-98,21,GATECH,32,,230,504,52,168,179,221,,302,82,44,7,,,691,.456,.310,.810,,21.6,9.4,2.6
Career,,,124,3309,753,1621,211,585,508,675,,997,289,178,29,247,225,2225,.465,.361,.753,36.0,17.9,8.0,2.3
