,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,25,PHI,NBA,SF,5,119,,,92%,8%,,0.0,+19.3,2,2,2,1,6,0,14,3,4
2002-03,26,UTA,NBA,SF,5,156,,41%,59%,,,-6.1,+15.1,2,2,5,4,7,0,10,2,2
2006-07,30,UTA,NBA,SF,17,433,,34%,66%,,,+3.1,+4.0,8,7,18,4,15,4,51,5,9
2007-08,31,UTA,NBA,SF,12,209,,1%,99%,,,-3.3,-5.0,4,2,13,4,9,4,18,0,8
2008-09,32,UTA,NBA,SG,5,49,,41%,59%,,,-1.1,+11.0,2,0,4,0,0,0,8,0,2
Career,,,NBA,,44,966,,24%,75%,1%,,-0.4,+6.1,18,13,42,13,37,8,101,10,25
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,39,847,,28%,72%,,,-0.4,+4.2,16,11,40,12,31,8,87,7,21
1 season,,PHI,NBA,,5,119,,,92%,8%,,0.0,+19.3,2,2,2,1,6,0,14,3,4
