,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,CLE,NBA,SG,56,1615,.454,11.9,.901,.282,.118,.176,.324,.099,.477,.635,.290,.326,.488,.250,.756,.006,3,.846,.442,.217,0,0
2001-02,25,PHI,NBA,SF,81,2541,.461,10.1,.918,.350,.117,.208,.242,.082,.475,.631,.398,.385,.360,.304,.775,.011,8,.952,.594,.293,0,0
2002-03,26,UTA,NBA,SF,78,2557,.511,11.0,.843,.378,.083,.111,.271,.157,.529,.705,.259,.416,.413,.413,.820,.010,10,.985,.363,.414,0,0
2003-04,27,UTA,NBA,SF,31,1134,.471,9.5,.920,.412,.095,.166,.246,.080,.491,.615,.462,.471,.307,.242,.730,.007,3,1.000,.182,.167,0,0
2004-05,28,UTA,NBA,SF,78,2584,.489,8.9,.950,.448,.069,.175,.257,.050,.504,.634,.458,.373,.377,.209,.738,.007,6,1.000,.395,.176,0,0
2005-06,29,UTA,NBA,SF,71,1944,.475,10.0,.942,.398,.074,.150,.320,.058,.482,.622,.340,.402,.378,.359,.795,.007,5,1.000,.615,.417,0,0
2006-07,30,UTA,NBA,SF,77,1965,.491,9.8,.941,.380,.102,.184,.274,.059,.501,.667,.328,.355,.433,.333,.822,.005,3,.923,.718,.357,1,0
2007-08,31,UTA,NBA,SF,76,1374,.500,9.8,.979,.386,.082,.177,.333,.021,.506,.672,.385,.405,.399,.200,.787,.008,4,1.000,1.000,.200,0,0
2008-09,32,UTA,NBA,SG,63,693,.461,9.2,.992,.365,.145,.191,.290,.008,.464,.557,.429,.522,.329,.000,.802,.004,1,,.500,.000,0,0
Career,,,NBA,,611,16407,.482,10.1,.922,.381,.094,.167,.280,.078,.496,.647,.361,.394,.395,.327,.782,.008,43,.966,.465,.322,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,UTA,NBA,,474,12251,.490,9.9,.925,.399,.086,.158,.282,.075,.502,.651,.364,.405,.388,.344,.787,.007,32,.982,.442,.347,1,0
1 season,,PHI,NBA,,81,2541,.461,10.1,.918,.350,.117,.208,.242,.082,.475,.631,.398,.385,.360,.304,.775,.011,8,.952,.594,.293,0,0
1 season,,CLE,NBA,,56,1615,.454,11.9,.901,.282,.118,.176,.324,.099,.477,.635,.290,.326,.488,.250,.756,.006,3,.846,.442,.217,0,0
