Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,27,PTP,ABA,NA,1,6,20.9,0.333,0,0,NA,NA,42.3,24.1,25,24.8,NA,0,0,0,0.007
Career,NA,,ABA,NA,1,6,20.9,0.333,0,0,NA,NA,42.3,24.1,25,24.8,NA,0,0,0,0.007
