Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,24,FTW,NBA,C,63,NA,14,1.2,3.7,0.322,1.5,2.5,0.619,5.3,1,2.2,3.9
1952-53,25,FTW,NBA,C,67,NA,15.6,1.4,3.8,0.358,2.6,3.5,0.735,5.6,1.1,3.2,5.3
1953-54,26,TOT,NBA,C,68,NA,23.2,2.8,7.3,0.381,2.8,4,0.684,8.2,1.2,3.1,8.3
1953-54,26,FTW,NBA,C,21,NA,7.4,0.4,1.7,0.257,0.9,1.4,0.6,3,0.5,1.2,1.7
1953-54,26,MLH,NBA,C,47,NA,30.2,3.8,9.7,0.391,3.6,5.2,0.694,10.5,1.5,3.9,11.2
1954-55,27,MLH,NBA,C,69,NA,24.4,3.4,8.4,0.407,5.1,7.1,0.713,9.9,1.2,4,11.9
1955-56,28,STL,NBA,C,72,NA,27.4,4.4,10.2,0.43,4.8,6.9,0.695,10.8,1.8,4.4,13.6
1956-57,29,STL,NBA,C,72,NA,23.2,3.3,7.4,0.439,3.7,5.5,0.684,8.9,1.1,3.7,10.3
1957-58,30,STL,NBA,C,72,NA,25.3,3,7.6,0.396,2.6,4.1,0.648,10.4,1.8,3.9,8.6
1958-59,31,STL,NBA,C,72,NA,23.8,2,5.3,0.386,1.9,2.6,0.755,9.1,1.4,3.6,6
1959-60,32,TOT,NBA,C,41,NA,15.9,1.4,3.7,0.391,1.3,2,0.663,5.4,1.5,3.5,4.2
1959-60,32,STL,NBA,C,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,32,MNL,NBA,C,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,596,NA,21.9,2.6,6.6,0.4,3,4.4,0.693,8.4,1.4,3.5,8.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"MLH,STL",NBA,,442,NA,25.5,3,7.3,0.411,3.3,4.8,0.696,9.9,1.5,3.6,9.3
3 seasons,NA,FTW,NBA,,151,NA,13.8,1.2,3.5,0.335,1.9,2.8,0.683,5.1,1,2.5,4.2
1 season,NA,MNL,NBA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
