,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,24,FTW,NBA,,5,,11,13,,,6,21
1952-53,25,FTW,NBA,,5,,9,11,,,,17
1953-54,26,TOT,NBA,,9,,16,,,,,28
1953-54,26,FTW,NBA,,2,,4,6,,,,5
1953-54,26,MLH,NBA,,9,,16,,,,6,28
1954-55,27,MLH,NBA,,10,,12,,,,6,28
1955-56,28,STL,NBA,,13,,15,21,,,6,30
1956-57,29,STL,NBA,,9,,12,18,,,6,28
1957-58,30,STL,NBA,,7,,7,12,,,6,21
1958-59,31,STL,NBA,,6,,7,8,,,,16
1959-60,32,TOT,NBA,,4,,5,6,,,,11
1959-60,32,STL,NBA,,4,,5,6,,,,11
1959-60,32,MNL,NBA,,2,,1,1,,,2,4
Career,,,,,13,,16,,,,,30
7 Seasons,,"MLH,STL",NBA,,13,,16,,,,,30
3 Seasons,,FTW,NBA,,5,,11,13,,,,21
1 Season,,MNL,NBA,,2,,1,1,,,2,4
