Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,24,FTW,NBA,C,2,35,26.8,0.72,0.455,NA,NA,NA,20.5,NA,0.3,0,0.3,0.386
1952-53,25,FTW,NBA,C,8,198,14.5,0.543,1.444,NA,NA,NA,15.2,NA,0.5,0.1,0.5,0.127
1955-56,28,STL,NBA,C,8,231,18,0.547,0.658,NA,NA,NA,11.5,NA,0.7,0,0.8,0.158
1956-57,29,STL,NBA,C,10,168,16.6,0.489,0.694,NA,NA,NA,6.1,NA,0.4,0.1,0.5,0.131
1957-58,30,STL,NBA,C,11,199,11.5,0.47,0.623,NA,NA,NA,8.1,NA,0.3,0.1,0.4,0.087
1958-59,31,STL,NBA,C,6,122,11.7,0.392,0.519,NA,NA,NA,10,NA,-0.1,0.2,0.1,0.048
1959-60,32,MNL,NBA,C,9,123,8,0.584,0.786,NA,NA,NA,5.4,NA,0.2,0.1,0.3,0.098
Career,NA,,NBA,,54,1076,14.4,0.51,0.719,NA,NA,NA,10.1,NA,2.2,0.5,2.8,0.123
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STL,NBA,,35,720,14.8,0.492,0.644,NA,NA,NA,9,NA,1.3,0.4,1.7,0.113
2 seasons,NA,FTW,NBA,,10,233,16.3,0.584,1.158,NA,NA,NA,16,NA,0.7,0.1,0.8,0.166
1 season,NA,MNL,NBA,,9,123,8,0.584,0.786,NA,NA,NA,5.4,NA,0.2,0.1,0.3,0.098
