Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,24,FTW,NBA,C,63,882,15.9,0.408,0.657,NA,NA,NA,NA,NA,0.1,1.2,1.3,0.07
1952-53,25,FTW,NBA,C,67,1044,19.1,0.496,0.921,NA,NA,NA,NA,NA,2.4,1.7,4,0.186
1953-54,26,TOT,NBA,C,68,1576,20.1,0.459,0.558,NA,NA,NA,NA,NA,2.5,2.2,4.7,0.143
1953-54,26,FTW,NBA,C,21,155,13.8,0.373,0.857,NA,NA,NA,NA,NA,-0.1,0.2,0.1,0.039
1953-54,26,MLH,NBA,C,47,1421,20.7,0.467,0.535,NA,NA,NA,NA,NA,2.7,1.9,4.6,0.155
1954-55,27,MLH,NBA,C,69,1685,22,0.517,0.853,NA,NA,NA,NA,NA,5.3,2.9,8.1,0.232
1955-56,28,STL,NBA,C,72,1975,20.6,0.513,0.679,NA,NA,NA,NA,NA,5.4,3.3,8.6,0.21
1956-57,29,STL,NBA,C,72,1673,18.9,0.522,0.735,NA,NA,NA,NA,NA,4.7,2,6.7,0.193
1957-58,30,STL,NBA,C,72,1824,14.7,0.461,0.538,NA,NA,NA,NA,NA,1.9,2.2,4.2,0.11
1958-59,31,STL,NBA,C,72,1713,12.1,0.469,0.483,NA,NA,NA,NA,NA,1.3,1.9,3.3,0.091
1959-60,32,TOT,NBA,C,41,651,NA,0.459,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,32,STL,NBA,C,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,32,MNL,NBA,C,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,596,13023,18,0.488,0.667,NA,NA,NA,NA,NA,23.7,17.3,40.9,0.151
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"MLH,STL",NBA,,442,10291,18.1,0.496,0.652,NA,NA,NA,NA,NA,21.3,14.2,35.5,0.165
3 seasons,NA,FTW,NBA,,151,2081,17.4,0.45,0.798,NA,NA,NA,NA,NA,2.4,3.1,5.4,0.126
1 season,NA,MNL,NBA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
