Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1981-82,23,CLE,NBA,PF,10,3,176,5.8,14.3,0.404,0,0,NA,5.8,14.3,0.404,3,3.3,0.917,3.8,5.2,9.1,1.6,1.4,1.1,3.6,4.7,14.6,NA,91,112
1982-83,24,IND,NBA,PF,62,2,680,8.9,20.9,0.425,0,0.1,0,8.9,20.9,0.427,5.2,7.3,0.704,5,6.8,11.8,3.1,1.8,1.8,3.1,5.5,23,NA,102,107
Career,NA,,NBA,,72,5,856,8.3,19.6,0.422,0,0.1,0,8.3,19.6,0.423,4.7,6.5,0.725,4.7,6.5,11.2,2.8,1.7,1.6,3.2,5.3,21.3,NA,100,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,IND,NBA,,62,2,680,8.9,20.9,0.425,0,0.1,0,8.9,20.9,0.427,5.2,7.3,0.704,5,6.8,11.8,3.1,1.8,1.8,3.1,5.5,23,NA,102,107
1 season,NA,CLE,NBA,,10,3,176,5.8,14.3,0.404,0,0,NA,5.8,14.3,0.404,3,3.3,0.917,3.8,5.2,9.1,1.6,1.4,1.1,3.6,4.7,14.6,NA,91,112
