Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,33,CHI,NBA,SF,82,NA,2661,9.8,20.2,0.486,7.5,8.6,0.875,2.3,4.7,7,3.4,1.2,0.1,3.5,27.2,NA,NA,96
1974-75,34,CHI,NBA,SF,76,NA,2452,10.3,21.1,0.487,8.1,9.4,0.86,2.2,6.2,8.5,3.3,1,0.1,3.6,28.7,NA,NA,97
Career,NA,,NBA,,158,NA,5113,10,20.7,0.486,7.8,9,0.868,2.2,5.4,7.7,3.4,1.1,0.1,3.5,27.9,NA,NA,97
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,158,NA,5113,10,20.7,0.486,7.8,9,0.868,2.2,5.4,7.7,3.4,1.1,0.1,3.5,27.9,NA,NA,97
