Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1962-63,22,SYR,NBA,SF,78,1992,14.8,0.526,0.482,NA,NA,NA,NA,NA,NA,NA,3.3,2,5.3,0.129,NA,NA,NA,NA,NA
1963-64,23,PHI,NBA,SF,76,2775,15.2,0.497,0.415,NA,NA,NA,NA,NA,NA,NA,3.5,1.9,5.4,0.094,NA,NA,NA,NA,NA
1964-65,24,PHI,NBA,SF,79,2187,14.3,0.471,0.415,NA,NA,NA,8.5,NA,NA,NA,1.8,1.9,3.7,0.081,NA,NA,NA,NA,NA
1965-66,25,PHI,NBA,SF,80,2603,15.3,0.514,0.477,NA,NA,NA,9.9,NA,NA,NA,4.2,3.5,7.8,0.143,NA,NA,NA,NA,NA
1966-67,26,PHI,NBA,SF,81,2691,17.9,0.557,0.505,NA,NA,NA,8.8,NA,NA,NA,7.4,2.7,10.1,0.181,NA,NA,NA,NA,NA
1967-68,27,PHI,NBA,SF,82,2623,15.9,0.521,0.455,NA,NA,NA,7.5,NA,NA,NA,4.5,3.7,8.2,0.15,NA,NA,NA,NA,NA
1968-69,28,PHI,NBA,SF,82,2753,16.7,0.548,0.401,NA,NA,NA,7,NA,NA,NA,6.8,2.9,9.8,0.17,NA,NA,NA,NA,NA
1969-70,29,CHI,NBA,SF,78,2726,18.8,0.559,0.455,NA,NA,NA,10.2,NA,NA,NA,7,2.7,9.8,0.172,NA,NA,NA,NA,NA
1970-71,30,CHI,NBA,SF,81,2927,18.9,0.541,0.4,NA,NA,9.5,9.4,NA,NA,NA,7.5,3.4,10.9,0.178,NA,NA,NA,NA,NA
1971-72,31,CHI,NBA,SF,78,2588,21.8,0.583,0.464,NA,NA,8.7,10.5,NA,NA,NA,10,4.5,14.5,0.268,NA,NA,NA,NA,NA
1972-73,32,CHI,NBA,SF,79,2455,20.3,0.543,0.362,NA,NA,8.1,11.5,NA,NA,NA,7.2,3.6,10.9,0.213,NA,NA,NA,NA,NA
1973-74,33,CHI,NBA,SF,82,2661,18.5,0.566,0.426,5,10.9,7.9,12.2,1.2,0.1,NA,7.4,3.2,10.6,0.191,NA,2.7,-0.2,2.6,3.1
1974-75,34,CHI,NBA,SF,76,2452,19.5,0.568,0.446,4.9,13.6,9.3,11.8,1,0.1,NA,7.6,2.9,10.5,0.205,NA,3.2,-0.7,2.5,2.8
Career,NA,,NBA,,1032,33433,17.6,0.54,0.436,5,12.2,8.7,9.7,1.1,0.1,NA,78.4,38.9,117.4,0.168,NA,3,-0.5,2.5,5.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,558,17624,15.8,0.521,0.449,NA,NA,NA,8.3,NA,NA,NA,31.6,18.7,50.3,0.137,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,474,15809,19.6,0.559,0.424,5,12.2,8.7,10.9,1.1,0.1,NA,46.8,20.2,67,0.204,NA,3,-0.5,2.5,5.8
